name	registration_no
FIL LANKA	PV2794
FIL PRODUCTION SERVICES	PV121302
FILA GLOBAL	PV114899
FILAMAGEMEDIA	PV81754
FILIBERT INTERNATIONAL	PV101537
FILLA INTERNATIONAL HOLDINGS	PV94058
FILLORIE	PV00213525
FILM AVENUE	PV00233307
FILM COUNCIL PRODUCTIONS	PV62702
FILM EQUIPMENT GALLERY	PV86056
FILM ISLAND	PV110790
FILM LANKA	PB1288
FILM LOCATION SERVICES	PV20601
FILM TOWN	PV00264702
FILMDOCAD	PV91781
FILMEX	
FILMONSTER	PV127136
FILMTEL	PV19834
FILOS TRAVELS	PV18446
FILOTEX LANKA	PV16924
FILOTEX YARN	PV00239017
FILTAIR INTERNATIONAL	PV2867
FILTECKS LANKA	PV00219067
FILTRENE	PV1090
FILYOU.COM	PV128345
