name	registration_no
FIDA GLOBAL	PV79951
FIDATO	PV00205284
FIDEL SOURCING SERVICES	PV00219303
FIDELIS HOLDINGS	PV00219122
FIDELITY CAPITAL AND CONSULTING	PV18876
FIDELITY GLOBAL ENTERPRISES	PV00271053
FIDELITY HOLDINGS LANKA	PV96289
FIDELITY INTERNATIONAL	PV20275
FIDELITY INTERNATIONAL HOLDINGS	PV00216211
FIDELITY INVESTMENTS	PV6729
FIDELITY MANUFACTURING	PV6768
FIDELITY SOLUTIONS	PV70784
FIDELTY LOGISTICS	PV16579
FIDEM INTERNATIONAL	PV00207113
FIDENZ	PV74438
FIDENZ IPER SOFTWARE SOLTUIONS	PV109850
FIDES LABS	PV00214453
FIDET	PV00269310
FIDUCIA INTERNATIONAL	PV00267345
FIDUCIA SHIPPING & LOGISTICS	PV00238221
