name	registration_no
IMEC INTERNATIONAL	PV97105
IMECH ENGINEERS	PV84825
IMEDCO	PV99159
IMEDCO PHARMACEUTICALS	PV95202
IMEDRA MEDICALS	PV115660
IMEEMI	PV128803
IMEK INDUSTRIES	PV00265353
IMEK TRADING	PV00228987
IMELLENIUM	PV88625
IMESHA  [N(PVS) 47281]	PV10839
IMESHA DISTRIBUTORS	PV120652
IMESHA SEAFOOD CEYLON	PV00281256
IMET HOLDINGS	PV00223795
IMETA INTERNATIONAL	PV123102
IMETH MOTOR RENTAL AND PROPERTY MANAGEMENT	
IMETH TECHNOLOGY	PV00250441
IMEX CEYLON	PV00283448
IMEX HOLDINGS	PV63235
IMEX LINK	PV96882
IMEX PREMIER BRANDS	PV61209
IMEX RECEPTION HALL	PV00234841
IMEX SOLAR ENERGY	PV00253299
IMEX SOLUTIONS LANKA	PV00211767
IMEX TRADING COMPANY	PV67411
IMEXCORE	PV115988
IMEXL	PV87920
IMEXMA MINES & CHEMICALS	PV107443
IMEXPO  ENTERPRISES	PV00204364
IMEXPO LANKA	PV72235
IMEXTRA	PV93583
