name	registration_no
HISA CARE	PV00229093
HISAKE SALON	PV64780
HISAM SALES TRANSPORT	PV00247902
HISARADAYA HEALTHLAND	PV00217082
HISASHI	PV110112
HISEC SECURITY AND INVSETIGATIONS	PV108640
HISEN ELECTRONICS	PV89468
HISHAF MEDICALS	PV103426
HISHATH INTERNATIONAL	PV84196
HISHMA HOLDING GROUP	PV00268355
HISHMA TRADING	PV88018
HISHMASS TRADING	PV97123
HISMATH HOLDING	PV00217318
HISP LANKA	GA00285311
HISTANEO SCIENTICA	PV16234
HISTORIC HOUSES	PV4028
HISTORY LAND	PV00270056
HISWAY COMPANY	PB00217372
