name	registration_no
HINA HINA	PV97232
HINACHI LANKA ENTERPRISES	PV00292053
HINASE JAPAN AGENCY	PV00261046
HINATA	PV00203353
HIND LANKA INTERNATIONAL	
HINDHUJAN TRADING COMPANY	PV00236283
HINDU BUDDHIST ASSOCIATION	
HINDU ECONOMIC FORUM LANKA	GL2444
HINDU'S TENTACLES	PV00274444
HINDUSTAN CONSTRUCTION COMPANY	PV00258601
HINDUSTAN MOTORS	PV89218
HINDUSTAN PENCILS LANKA	PV70867
HINDUSTAN TECHNICAL WORKS	PV00200002
HINDUSTHAN ANIMAL CARE	
HINET E SOLUTIONS	PV00247476
HINETICS	PV00294278
HINGURALAKANDA AGRO	PV69805
HINGURANA CONSTRUCTION	PV19582
HINGURANA DAIRY FARM	PV10593
HINGURANA DISTILLERIES	PV19526
HINGURANA DISTILLERIES SPIRITS	PV78051
HINGURANA SUGAR INDUSTRIES	PB1498
HINGURANA SUGARCANE JAGGERY	PV00203008
HINIDUMA HYDRO POWER	PV8739
HINIDUMAGE TRADING	
HINIDUMPATTU PLANTATION	PV15239
HINNIAPPUHAMY FUEL MART	PV00241748
HINO LANKA INTERNATIONAL	PV00210825
HINOKI ENTERPRISES	PV00273776
HINOON ENGINEERING	PV76111
HINSTANT LANKA	PV97055
HINT NUWARA ELIYA	PV13339
HINU CROP LANKA	PV77789
