name	registration_no
ZINAX GLOBAL	PV00255317
ZINBAY	PV00216238
ZINC BOUTIQUE JOURNEYS LANKA	PV89939
ZINC HOTELS AND RESORTS LANKA	PV82353
ZINC LANKA TRADING	PV117422
ZINCAT TECHNOLOGY	PV00209601
ZINCO ENGINEERING	PV00272626
ZINCUL	PV109817
ZINDA ZEEN TRADERS	PV111099
ZINDHU  EARTH	PV00266684
ZINDHU AARKEY	PV00293153
ZINDHU BUSINESS SOLUTIONS	PV00258917
ZINDHU HOLDINGS	PV00260171
ZINDHU MARITIME SERVICES	PV00263158
ZINDHU MARITIME SOLUTIONS	PV00240927
ZINGLIX	PV77090
ZINGME	PV00258553
ZINGO EXPRESS	PV00246753
ZINGO MOTORS	PV00273390
ZINGX	PV00254393
ZINGZING LANKA	PV00221974
ZINNIA GARDENS	PV91064
ZINQUE INTERNATIONAL	PV00209604
ZINTA LANKA HOLDINGS	PV100773
ZINTO BERETE	
ZINVEST	PV00233876
ZINZEN GLOBAL	PV00245484
