name	registration_no
JUMAAN INTERNATIONAL	PV117578
JUMANA BRIDALS & ACADEMY	PV00261849
JUMANGI	PB00200026
JUMANI EXOTICA	PV80810
JUMATCHA PARADISE	PV00273990
JUMBO BISTRO	PV00287413
JUMBO EVENTS	PV00282737
JUMBO METAL IMPORTERS & EXPORTERS	PV86765
JUMBO TRADERS	PV00216853
JUMEIRAH AVENIR	PV104576
JUMEIRAH HOLDINGS	PV101971
JUMEIRAH LANKA 	PV79170
JUMEIRAH PROPERTY DEVELOPERS	PV104139
JUMEIRAH TEA	PV103997
JUMEIRAH TEXTILE	PV106153
JUMP	PV129657
JUMP ON TRAVELS	PV00288496
JUMP-START	PV00210893
JUMPSHOOT	PV00211662
JUMPSHOOT PRODUCTIONS	PV00241030
