name	registration_no
STYGIAN MOUNTAINS CEYLON	
STYLAAN	PV76448
STYLAXIS	PV00286155
STYLE - KRAFT SPORTSWEAR	PV89167
STYLE 64 SALON	PV00261232
STYLE APPAREL HOLDINGS	PV00225269
STYLE AVENUE	PV00273234
STYLE CODES	PV00272906
STYLE CRAFT CLOTHING	PV00207918
STYLE DESIGN AND TECHNICAL CONSULTANTS	F325
STYLE HUNT	PV107211
STYLE LANKA IMPORTS	PV86097
STYLE LEATHER PRODUCTIONS	PV60891
STYLE ONE	PV00202519
STYLE SPACE INTERIORS	PV00202292
STYLE ZONE	PV00279971
STYLE'S BEE SALON	PV00270069
STYLEE CLOTHING STORE	
STYLEE COMPUTERS	PV69906
STYLES	PV00257136
STYLIN STUDIO LANKA	PV00206860
STYLING DECO BY DM	PV00286694
STYLINLY HOLDINGS	PV00246832
STYLISH  CONSTRUCTION CONSORTIUM	PV00211106
STYLISH ARAFAH	PV00257193
STYLISH CASUAL WEAR	PV88534
STYLISH COLLECTION	PV00262130
STYLISH ENGINEERING	PV127010
STYLISH GARMENTS	PV6584
STYLISH SOURCING	PV00284626
STYLISH TAMILHA	PV00289993
STYLISH TRADING	PV2427
STYLISH WINDOWS LANKA	PV86933
STYLO ENTERPRISES	PV79278
STYLORD DESIGNS	PV00207577
STYLORIA SALONS	PV00268599
STYLUS BATHING LUXURY	PV78880
STYNE	PV80879
STYP SPORTS	PV00275059
STYWEAR CLOTHING	PV94534
