name	registration_no
ALF	PV15084
ALF LANKA	PV75711
ALFA  E S	PV131530
ALFA AGRO INDUSTRIES	PV00231456
ALFA CEYLON INTERNATIONAL	PV00222610
ALFA CONSTRUCTIONS	PV00249193
ALFA CONTRACTORS AND ENGINEERING	PV10122
ALFA ECO SOLUTIONS	PV00207129
ALFA ENGINEERING SERVICES	PV131893
ALFA ENTERPRISES	PV20382
ALFA EXPORTS	PV68104
ALFA HOLDINGS GROUP	PV00259511
ALFA HOUSE & PROPERTY DEVELOPERS	PV00253389
ALFA INTEGRATION SERVICES	PV87292
ALFA INVESTMENT SOLUTIONS	PV00216056
ALFA KINNIYA ENGINEERING	PV00260896
ALFA LANKA  ENTERPRISES	PV00245132
ALFA LEAGUE	PV00211992
ALFA RESOURCES	PV113148
ALFA SUN	PV00229431
ALFA TECH EXPRESS	PV00269355
ALFA TRACK BUSINESS SOLUTIONS	PV85765
ALFA TRADING	
ALFA ZONE	PV00231475
ALFABETA ENGINEERS	PV14911
ALFAJER INVESTMENTS	
ALFALI TRAVELS & TOURS	PV70585
ALFAONE CARGO	PV00258596
ALFAPARF INTERNATIONAL	PV121360
ALFAR LANKA TRADING COMPANY	PV109137
ALFATEK LANKA	PV16235
ALFATEL	PV75843
ALFCORP	PV69251
ALFDREDGE	PV86710
ALFINCO INSURANCE BROKERS	PV2674
ALFRED BAUR MEMORIAL	GL2055
ALFRED EDIRISINGHE	PV1805
ALFRED HOLDINGS	PV00203258
ALFRED HOLIDYA RESORTS	PV86187
ALFRED HOUSE INVESTMENTS	PV00277599
ALFRED'S CONCIERGE	PV00210856
ALFRESHCO TRADING	PV98726
ALFT PACKAGING COMPANY	PV110015
