name	registration_no
SIEDLES (SERVICE)	PV3248
SIEDLES	PV122
SIEDLES DUTY FREE	PV2579
SIEDLES ELECTRONIC INDUSTRIES	PB363
SIEDLES INDUSTRIAL AGENCIES	PV3663
SIEDLES INVESTMENTS	PV00293839
SIEDLES PROFFESIONAL SOLUTIONS	PV100704
SIEDLES SERVICE CENTRE	PV147
SIEDLES T.V. INDUSTRY	PB404
SIEDLES TRADING	PV146
SIEGE FORCE	PV00203896
SIEGEN  CORPORATION	PV00221095
SIEGMAN LANKA	PV00267777
SIEGNT LANKA CONSULTANTS	PV00293322
SIEGRAW HEALTH CARE	PV00204105
SIELA HOME NURSING	PV00228113
SIELA TRAVELS & TOURS	PV81280
SIELEN HERBS & SPICES	PV00221533
SIEM CONSTRUCTION	PV1558
SIEMAX ENGINEERING	PV00287259
SIEMENS	NF391
SIEMENS AKTIENGESELLSCHAFT OSTERREICH	FC1001
SIEMENS ENERGY SOLUTIONS	PV2075
SIEMENS GAMESA RENEWABLE ENERGY LANKA	PV73427
SIEMENSNET SOLUTIONS	PV68385
SIERA EXPORT INTERNATIONAL	PV2651
SIERRA AGRIVENTURES	PV99488
SIERRA CABLES	PQ166
SIERRA CIVIL ENGINEERING	PV2068
SIERRA CONSTRUCTION	PV12813PB
SIERRA ELECTRICAL ENGINEERING	PV3084
SIERRA ELECTRONICS	PV19087
SIERRA ENGINEERING AND CONSTRUCTION	PV3228
SIERRA GLOBAL NETWORK	PV4710
SIERRA HOLDINGS	PV4811
SIERRA INVESTMENTS	PB1527
SIERRA MACHINERY AND EQUIPMENT	PV3998
SIERRA MANPOWER RESOURCES	PV4049
SIERRA PHARMACEUTICAL	PV4052
SIERRA SERVICES LONDON	PV92006
SIERRA STAR JV	PV00263211
SIERRA SYSTEM ENGINEERING	PV94304
SIERRA TECHNOLOGY HOLDINGS	PB241PV
SIERRA TELECOMMUNICATIONS	PV4227
SIERRA UTRADE	PV00255447
SIERRA WATER WORKS	PV3579
SIERRAMAX	PV105724
