name	registration_no
SIYA  GLOBAL GOLD AND SILVER REFINERY	PV00264356
SIYA ALUMINIUM	PV00212605
SIYA BEAUTY COSMETICS	PV00276204
SIYA CONSTRUCTION & SUPPLIERS	PV00247292
SIYA DESA BODU URUMAYA SURAKEEMA SANVIDHANAYA	GA00276284
SIYA LUCKWIN	PV15796
SIYA SUYA INTERNATIONAL EXPORT AND IMPORT	PV00238270
SIYA WIN INVESTMENT	PV00213428
SIYABALA AGRO	PV103509
SIYACO TRANSPORT	PV74497
SIYADHA INTERNATIONAL	PV92663
SIYADMA INTERNATIONAL	PV69951
SIYADMA VOMTECH SOLUTIONS	PV77977
SIYAKA HOLDINGS	PV00203880
SIYAKA MANAGEMENT	PV1137
SIYAKA PRODUCE BROKERS	PV63083
SIYAKETHA AGRO	PV00253533
SIYAKMA ACADEMY	PV00272544
SIYAKMA ENGINEERING	PV76549
SIYAKRA	PV00260725
SIYAKRO	PV00214353
SIYAKSEENU	PV109490
SIYAL LANKA	PV93768
SIYAL TECH	PV00278539
SIYALA PRODUCTS	PV00202513
SIYALAKA EXPORTS	PV128883
SIYALAKA HOLDINGS	PV119065
SIYALAKA MANPOWER SUPPLY	PV00200524
SIYALAKA SPICES PRODUCTS	PV00263822
SIYALCO LANKA	PV76852
SIYALKA PRIMEWAY	PV00247920
SIYALLA MARKETING & ECOMMERCE	PV124347
SIYALUDE	PV00253307
SIYALUMA CORPORATION	PV00212092
SIYAM INVESTMENTS	PV00208802
SIYAM WELLNESS SPA	PV00208660
SIYAMA CAPITAL	PV87365
SIYAMA EMBRO	PV9835
SIYAMALI TRADING	PV76074
SIYAMBALAGASARA ENTERPRISES	PV79711
SIYAMBALAGASKOTUWA FILLING STATION	PV00220465
SIYAMBALANDUWA AGRO PRODUCTS	PB00268165
SIYAMBALAPITIYA & SONS	PV00251883
SIYAN GENERAL TRADING	PV117022
SIYAN LANKA APPARELS	PV69452
SIYANA HOLDINGS	PV00235453
SIYANALIONS	PV80711
SIYANE AQUATIC	PV00244962
SIYANE BUILDING MATERIALS	PV67104
SIYANE CONSOLIDATED	PB4834
SIYANE CONSTRUCTION CONSORTIUM	PV69797
SIYANE CREATIONS	PV80596
SIYANE DISTRIBUTOR	PV00259982
SIYANE ELECTRONICS	PV16098
SIYANE FABRIC ENTERPRISES	PV00226916
SIYANE FARMS	PB924
SIYANE FURNITURE	PV7015
SIYANE GEMS	PV00269131
SIYANE HERBALS	PV00272867
SIYANE HOLDINGS	PV62222
SIYANE JUKI SOLUTIONS	PV00227247
SIYANE MEDIA CIRCLE	GA00213489
SIYANE MICRO CREDIT	PV112667
SIYANE NATURAL PRODUCTS	PV00223042
SIYANE OPTICAL	PV00292286
SIYANE PETS & ACCESSORIES	PV00271708
SIYANE PROPERTY AND ALLIED SERVICES	PB311
SIYANE RASA FOOD PRODUCTS	PV121432
SIYANE RICE	PV16469
SIYANE SUPPLIERS	PV00229574
SIYANE VALLEY PRODUCTIONS	PV00234401
SIYANECITY HOLDINGS	PV00244043
SIYANKA FOODS TRADING	PV00225884
SIYANKA HOLDINGS	PV5666
SIYANKA HOMES & CONSTUCTIONS	PV81711
SIYANSA PRODUCTS	PV00271480
SIYAPATH CORPORATION	PV00246236
SIYAPATH CREDIT & INVESTMENT	PV00251525
SIYAPATH HEALTHCARE	PV00240005
SIYAPATH LANKA HOLDINGS	PV102300
SIYAPATH LANKA SERVICES	PV130729
SIYAPATH MICRO CREDIT & INVESTMENT	PV00288637
SIYAPATHA  AGRO TOURISM	PV00253761
SIYAPATHA ARANA SPA AND WELLNESS	PV00201136
SIYAPATHA ENGINEERING	PV64588
SIYAPATHA FINANCE	PB917PQ
SIYAPATHA PRIME CREDIT	PV00294117
SIYAPATHA REAL ESTATES	PV115083
SIYAPATHA SHIPPING	PV129921
SIYARA CAPITAL	PV00286960
SIYARA FASHION	PV00221235
SIYARA FRUITS	PV67068
SIYARA SOLIWOOD	PV60272
SIYARATA AGRO	PV00229680
SIYARATA AYURVEDA	PV107236
SIYARATA DE MARKETING	PV00236691
SIYARATA HERBALS	PV82631
SIYARATA PLANTATION	PV00209396
SIYARATA UMBRELLA INDUSTRIES	PV96509
SIYART HOMES AND BUILDERS	PV84501
SIYARU CREATIONS	PV3718
SIYAS DESIGNING AND CONSULTING	PV00280404
SIYAS HOMES & CONSTRUCTIONS	PV67298
SIYASARA EXPORTERS	PV00245488
SIYASARA SAW MILL & TIMBER STORES	PV2118
SIYASAVI MICRO CREDIT	PV00229887
SIYASCO INSTITUTE	PV00224094
SIYASI ACADEMY	PV85888
SIYASI HOLIDAYS	PV00293101
SIYASI PHARMACEUTICALS	PV120830
SIYASI SPECIALITY HOSPITALS	PV00292937
SIYASKA INSTITUTE OF HIGHER EDUCATION	PV00254016
SIYASRA HOTEL	PV130889
SIYASTO CREATIONS	PV00223217
SIYATA LANKA	PV85967
SIYATH DEVELOPMENTS	PV105828
SIYATH EXPORTS	PV00246684
SIYATH GOWIN	PV00213436
SIYATH INTERNATIONAL	PV76777
SIYATH LANKA ADVERTISING CREATIVE SERVICES	PV71182
SIYATHA AGRO	PV00259977
SIYATHA CAPITAL INVESTMENT	PV00237191
SIYATHA CAPITAL INVESTMENT HOLDINGS	
SIYATHA FOOD	PV109784
SIYATHA HOME LANDS	PV00249620
SIYATHA LANKA	PV00233108
SIYATHA MICRO CREDIT	PV00241417
SIYATHA TRAVEL AGENT	PV00258659
SIYATHI TRADING COMPANY	PV20064
SIYATHMA BUSINESS DEVELOPMENT AND CREDIT	PV96969
SIYATHRA INTERNATIONAL	PV82709
SIYATHRA INVESTMENT	PV00251196
SIYATHRA MEDIA (GURANTEE)	GL2002
SIYATHRA PUBLICATIONS	PV00291199
SIYATHRO INVESTMENT AND PROPERTY DEVELOPERS	PV123884
SIYATZ PROTECTION SERVICES & PROPERTY MANAGEMENT	PV00202924
SIYED DESIGNS	PV63738
SIYEKTA TRADING	PV110506
SIYEL CONSTRUCTIONS	PV00271730
SIYEL ENTERPRISES	PV00217431
SIYELMA ELECTRICALS	PV113698
SIYENISH LOGISTICS	PV00211208
SIYESA ARTHIKA HA SAMAJA SANWARDHANA PADANAMA	GA658
SIYESI MEDIA NETWORK	PV68617
SIYESKA ASSOCIATES	PV113220
SIYO CHEMICAL LANKA	PV72937
SIYO ENGINEERING SOLUTIONS & SERVICES	PV00224154
SIYO HIGHER EDUCATION INSTITUTE	PV00259036
SIYO INTERNATIONAL SERVICES	PV20911
SIYO MARKETING	PV00259690
SIYODA ENTERPRISES	PV106262
SIYODA HOLDINGS	PV75979
SIYODA TRADING COMPANY	PV86567
SIYODANA CAPITAL	PV00203250
SIYODHA	PV81135
SIYOGA LANKA	PV122751
SIYOGUARD SECURITY SERVICES INTERNATIONAL	PV108063
SIYOKI INTERNATIONAL RECRUITMENT AGENCY	PV00274688
SIYOL MEDILINE	PV00208231
SIYOLA CONSTRUCTIONS	PV98043
SIYOLAN INTERNATIONAL TRADING	PV86017
SIYOLI CITY RESORT	PV120369
SIYOLIT	PV00243656
SIYOLKA HOLDINGS	PV111878
SIYOMAC SHIPPING AGENCIES	PV98695
SIYOMAK	PV80739
SIYOMAK GREEN	PV92943
SIYOMEK HOLDINGS	PV95745
SIYON	PV00291188
SIYONCA HOLDINGS	PV119705
SIYONETH SECURITY	PV00230338
SIYONIT SECURITY & MANAGEMENT SOLUTIONS	PV129962
SIYONKA ELITE	PV00209583
SIYOPA CONSULTANTS	PV12289
SIYORA INTERNATIONAL MANPOWER SUPPLIERS	PV89550
SIYORICH ASSETS SOLUTIONS	PV93485
SIYORICH HOLDINGS	PV106302
SIYOSIP EDUCATION NETWORK	PV00232353
SIYOSLAK	
SIYOSTA PHARMACEUTICAL	PV80367
SIYOT CONMIX	PV82343
SIYOTECK ENGINEERING	PV00257978
SIYOTH SOFTWARE	PV68021
SIYUM ENGINEERING	PV82156
