name	registration_no
SIR AGRO LANKA	PV00298963
SIR B N B	PV97413
SIR BIZ LANKA	PV75650
SIR CHESTER'S	PV00227731
SIR HOME FOUNDATION	GA00268010
SIR SECURITY SERVICES	PV11121
SIR-NIP HOLDINGS	PV75129
SIRA CIVIL ENGINEERS	PV11732
SIRA CREATIONS	
SIRA MITHURO VOUNTEERS	GL2166
SIRA.LK	PV00329795
SIRADHA AGRO ENTERPRISES	PV3633
SIRAGUGAL MEDIA NETWORK	PV00286242
SIRAJ AUTO TRADING	PV00228735
SIRAJ ENTERPRISES	PV00324587
SIRAJ EXIM HOLDING  	PV00218830
SIRAJ GEMS	
SIRAJ STORES	PV00252070
SIRAJSONS HOLDINGS	PV20042
SIRAKMA SECURITY SERVICES	PV19528
SIRAKTA TECHNOLOGIES	PV130234
SIRAKUGAL FOUNDATION	GL2272
SIRAMA ENTERTAINMENT	PV00240213
SIRANSEEVI MOTORS	PV00313301
SIRANTO SECURITY SYSTEMS	PV93990
SIRANYEEVI	PV124681
SIRASA FABRICS	PV00322837
SIRASA GARMENT	PV00253768
SIRASA GARMENT DEHIWALA	PV00339879
SIRASA HOLDINGS	PV00212216
SIRASA HOUSING & CONSTRUCTION	PV00340935
SIRASA LOGISTICS	PV00353153
SIRASA TEX AND FASHION	PV00214438
SIRASA TOURS & TRAVEL	PV84725
SIRATO ENGINEERING	PV99108
SIRAX CONSULTANTS	PV00325748
SIREKA ENGINEERING	PV00229586
SIREN SECURITIES	PV123141
SIRENA VILLA & WELLNESS	PV00293961
SIRENA VILLA HOLIDAY LODGE	PV00331999
SIRENA WHITENING	
SIRENE GALLE FORT	PV00292198
SIRENS PRODUCTIONS	PV105920
SIRES ENERGY	PV00230770
SIRES GLOBAL POWER	PV00233439
SIRES MANAGEMENT	PV15975
SIRG	PV00313594
SIRI ARIYA ARANA	
SIRI ATLANTIC	PV00264117
SIRI CHANDRARATNE ENTERPRISES	PV21725
SIRI COCO PLANTATIONS	PV00307375
SIRI DHITHI LANKA	GA00271676
SIRI GLOBAL TRADERS AND IMPORTERS	PV00232446
SIRI IMPORTERS	PV66153
SIRI INVESTMENT	PV00340745
SIRI JAYANTHI MAHA KARUNA YOUTH CENTRE	PV10344
SIRI JAYANTHI MAHAKARUNA FOUNDATION	GA397
SIRI KETHA AGRO MANAGEMENT	PV105651
SIRI KIRULA	PV00251188
SIRI KIRULA BRIDAL JEWELLERY	PV00328805
SIRI KIRULA KANDYAN BRIDAL JEWELLERY	PV00335364
SIRI LAKXMI CENTER FOR HUMAN REHABILITATION	GA00283455
SIRI MAYURA BAKERS, CATERERS AND CONFECTIONERY	PV71
SIRI MAYURA FOOD CABIN & BAKERS	PV12597
SIRI MEDICAL STORES	PV3564
