name	registration_no
JAL HEALTH AND BEAUTY SPA INVESTMENT	PV87683
JAL SHIPPING AND LOGISTICS	PV8874
JALABUN KRIDA	PV61345
JALAJA LANKA HYDROPONICS	PV111582
JALAN INTERNATIONAL	PV88156
JALAN SOLAR ENERGY	PV00241177
JALAPPENO	PV73098
JALARAM GLOBAL TOURISM	PV00289229
JALARAM SOFTWARE AND NETWORKING CO.	PV00280371
JALATAMA GLOBAL	PV100322
JALAYA CONSULTANCY & ENGINEERING SOLUTIONS	PV00221821
JALAYA JUNGLE WELLNESS PROPERTY	PV128185
JALEEL & SONS	PV00256207
JALEEL ENGINEERING	PV108492
JALEEL TRADING COMPANY	PV00236392
JALEES INTERNATIONAL	PV00285974
JALI ENTERPRISES	PV00222928
JALINA TRADING	PV00208885
JALINDU PRINTERS	PV80169
JALITHA   GEMS	PV00287862
JALITHA CONSTRUCTIONS	PV00228480
JALITHA INVESTMENT	PV120462
JALITHA PRODUCE BROKERS	PV00210000
JALITRO INTELLIGENCE	PV88327
JALU WELLA	PV80772
