name	registration_no
FEN GATE POULTRY FARM	PV92292
FEN TRAZO LANKA	PV122675
FENCOM TECHNOLOGIES	PV5936
FENDALE LOGISTICS L K	PV117916
FENDEX CEYLON	PV00270859
FENG HUANG LOU	PV110596
FENG SHUI COLLECTION	PV69836
FENG SHUI LANKA	PV11257
FENGDI INDUSTRIAL DEVELOPMENT CO.	PV00210782
FENGJING INTERNATIONAL	PV101181
FENGWEL	PV67928
FENIX CRAAFTS	PV123284
FENLAKE	PV00203434
FENNEX WOOD PRODUCT	
FENNIX GLOBAL	PV106189
FENSFAR	PV00248696
FENTI INTERNATIONAL	PV00212399
FENTONS	PB334
FENTONS SMART FACILITIES	PV90158
FENVI ENTERPRISES	PV00208421
FENZIA ENGIEERING	PV70950
