name	registration_no
FEDERAL GUARDALL	PV63446
FEDERAL HOLDINGS	PV00247530
FEDERAL SECURITY SERVICES	PV00206534
FEDERATION FOR SRI LANKAN LOCAL GOVERNMENT AUTHORITIES	GA2176
FEDERATION OF ALL CEYLON MINERAL  RESOURCES ENTREPRENEURS	GA00218728
FEDERATION OF ASSOCIATION OF SMALL AND MEDIUM ENTERPRISE OF SRI LANKA	GA538
FEDERATION OF COMMUNITY- BASED ENTERPRISES - AMPARA DISTRICT	GA2192
FEDERATION OF INFORMATION TECHNOLOGY	GL2483
FEDFIRMS	PV70512
FEDN LANKA	PV00270066
FEDORA TRADE LINK	PV123428
