name	registration_no
EVA INFOTECH SOLUTIONS	PV00288944
EVA LANKA	PV97210
EVA MARKETING	PV4268
EVA TRAVELS AND TOURS	PV17850
EVAANTHE	PV00296873
EVADA DIGITAL	PV122367
EVADS	PV9070
EVAGO FOREIGN EDUCATION	PV00217587
EVAGO HOLIDAYS	PV00209103
EVALANE FASHION	
EVALGOLLA ESTATE COMPANY	PV21855
EVAN CEYLON	PV00226180
EVAN DESIGNERS	PV00284506
EVANGELICAL WESLEYAN CHURCH	GA24
EVANS HOLDINGS	PV00203520
EVANTAGE SOFTWARE SOLUTIONS	PV00253592
EVAQUE	PV00239189
EVARA	PV00291868
EVASIA	PV86707
EVASIA EDUCATION CONSULTANCY	PV114625
EVASION AYURVEDIC	PV129589
EVASK INTERNATIONAL	PV114433
EVASTON HOLDINGS	PV00232232
EVATUS LANKA	PV66206
EVAXA AGENCY	PV98202
