name	registration_no
RAG EXPORTERS	PV94646
RAGA	PV114305
RAGAM WELI	PV12661
RAGAMA OPTICIANS	PV63696
RAGAMA PHARMACY	PV00266376
RAGAMA TYRE HOUSE	PV101493
RAGAMA WINE STORES	PV76703
RAGATH RESIDENCIES	PV81758
RAGAVAN	PV00242804
RAGE ACADEMY	PV00271498
RAGEDARA MINES CEYLON	PV00245550
RAGEDARA MINES COMPANY	PB21
RAGHA ICE CREAM & CAFE	PV00273119
RAGHAVENDRA VENTURES	PV00272253
RAGHAVENDRAFILM	PV00271464
RAGHAVENDRAFILM INTERNATIONAL	PV87279
RAGU INTERNATIONAL	PV12516
RAGU MOTRONIC	PV00257441
RAGULAN CAFE	PV00285148
RAGURESH GROUP OF COMPANIES	PV00266910
