name	registration_no
RAI FOUNDATION	GL00247122
RAI MOBILES AND ELECTRONICS	PV00248283
RAI STAR CORPORATION LTD	FC00232980
RAIDA AQUA FARM	PV00228503
RAIDA FARM	PV00282406
RAIDHA MODERN HOME	PV00220020
RAIGAM DISTRIBUTORS	PV10868
RAIGAM EASTERN SALT COMPANY	PV68189
RAIGAM FABRICS INDUSTRIES	PV9576
RAIGAM HERBAL REMEDIES	PV10612
RAIGAM MARKETING SERVICES	PV10338
RAIGAM NUTRA FOOD MANUFACTURERS	PV13498
RAIGAM PLANTATIONS	PV105187
RAIGAM RESILIENCE	PV131352
RAIGAM SOLAR	PV00203295
RAIGAM WAYAMBA SALTERNS	PV10922PBPQ
RAIGAMAGE PRODUCTS	PV00240800
RAIGAMPURA AGRO	PV00252098
RAIGAMPURA HOLDINGS	PV109691
RAIHAAN CENTRE	PV117597
RAIHAN OVERSEAS SERVICES	PV105224
RAIK INTERNATIONAL TRADING	PV96494
RAIL FREIGHT	PV67341
RAIL TOURS	PV00258048
RAILEE ENTERPRISES	PV00285751
RAILWAY BROS CAFE AND RESTAURANT	PV00280666
RAILWAY MUSEUM	GL2409
RAILWAY PASSENGERS ASSURANCE COMPANY	F37
RAILY''S TRAVEL AGENCY	PV96004
RAILY'S TRAVEL AGENCY	PV96004
RAIN CARE	PV00217040
RAIN CONSULTANCY	
RAIN FOREST LEISURE LANKA	PV00214110
RAIN MAKER CEYLON	PV121710
RAIN MOUNT	PV00237027
RAIN RAIN	PV00281192
RAIN TREE CONSULTANCY SERVICES	PV87181
RAINBOW	PV00253857
RAINBOW AGRO	PV60872
RAINBOW AGRO INTERNATIONAL	PV62065
RAINBOW AQUACULTURE EXPORTS CEYLON	PV00250748
RAINBOW AUTO CARE	PV00239056
RAINBOW BEACH VILLA	PV70032
RAINBOW BOAT BUILDERS CEYLON	PV00250746
RAINBOW BUSINESS INVESTMENT GROUP	PV92811
RAINBOW BY THE RIVER	PV107668
RAINBOW CABS	PV99388
RAINBOW CITY CENTRE	PV61926
RAINBOW COLLEGE INTERNATIONAL	PV00266620
RAINBOW COMMUNICATION	PV125684
RAINBOW CONSTRUCTIONS	PV69419
RAINBOW DETERGENTS COMPANY	PV87190
RAINBOW DISTRIBUTORS	PV00264119
RAINBOW ELEPHANT	PV00207773
RAINBOW ENGINEERING AND DEVELOPMENT  [N(PVS) 7111]	PV7892
RAINBOW FARMS	PB3863
RAINBOW FASHIONS	PV63693
RAINBOW FRIENDS INTERNATIONAL	PV131804
RAINBOW GARMENTS TECHNOLOGIES	PV8462
RAINBOW GLOBAL TRAVELS	PV101377
RAINBOW GRAPHICS	PV71594
RAINBOW GREEN	PV116416
RAINBOW HEALTHCARE	PV00243145
RAINBOW HOMES	PV00268487
RAINBOW HYDRO ENERGY	PV00204594
RAINBOW IMPEX	PV00218418
RAINBOW INSTITIUTE LANKA	PV75392
RAINBOW INVESTMENT HOLDINGS	PV114166
RAINBOW KIDS MONTESSORI INTERNATIONAL	PV62404
RAINBOW KIDS PRESCHOOL NIVITHIGALA	PV00286561
RAINBOW KITCHEN	PV00281863
RAINBOW LAGOON	PV00255517
RAINBOW LANDS	PV127991
RAINBOW LANKA	PV00251739
RAINBOW LANKA MARKETING	PV00256578
RAINBOW LIFE SOLUTION	PV124706
RAINBOW LINK INTERNATIONAL	PV83023
RAINBOW LOGISTICS	PV00285814
RAINBOW MARINE	PV10171
RAINBOW MARKETING	PV00210480
RAINBOW MOSQUITO NET	PV00221212
RAINBOW PICTURES	PV00262914
RAINBOW PLASTIC INDUSTRIES	PV116934
RAINBOW PRINT INTERNATIONAL COMPANY	PV62858
RAINBOW PRINTERS & PUBLISHERS	PV00226926
RAINBOW REAGENT HOTEL	PV114868
RAINBOW RESIDENCIES	PV115833
RAINBOW RESOURCES LANKA	GL00211320
RAINBOW ROOFING PRODUCTS	PV00207556
RAINBOW SHACK	PV00243612
RAINBOW SL TRADING	PV00257806
RAINBOW STATIONERS	PV21992
RAINBOW STEEL INDUSTRIES COMPANY	PV7127
RAINBOW SWIMMING ACADEMY	PV3659
RAINBOW TECHNOLOGIES LANKA	PV101818
RAINBOW TRADING LANKA	PV118761
RAINBOW TRAVELS	PV14005
RAINBOW TRAVELS AND TOURS	PV20134
RAINBOW TRUST MANAGEMENT	PB521
RAINBOW VILLAS	PV12033
RAINBOW WAY INTERNATIONAL	PV99610
RAINBOW WORLD MARITIME TRAINING CENTER	PV90230
RAINBOW WORLD WIDE	PV94951
RAINBOWS AND INVESTMENT	PV130450
RAINBOWS END HOLDINGS	PV127646
RAINBOWS END TRADING	PV00200618
RAINCO DEVELOPERS	PV12845
RAINCO INDUSTRIES	PV72817
RAINEBOW ELDERCARE HOME	PV127545
RAINFOREST	PV00249705
RAINFOREST ECOLODGE	PV3733
RAINFOREST FOODS	PV80334
RAINFOREST HOTELS	PV00209298
RAINFOREST RESCUE INTERNATIONAL	PV15722
RAINFOREST SPICES COMPANY	
RAINFOREST TEA FACTORY	PV00209258
RAINFOREST TOURS	PV97883
RAINGO LANKA HOLDINGS COMPANY	PV00222952
RAINI PHARMA AND FOODS	PV00215925
RAINIER ORGANICS	PV00229369
RAINMAKER	PV71293
RAINMAKER WATER	PV122416
RAINTREE RESIDENCES	
RAINWEAR	PV8407
RAISE4CAUSE	PV00253680
RAISER GOLD	PV115270
RAISHA BUILDING MATERIALS	PV61389
RAISON	PV20680
RAIT CREATION	PV84315
RAIWIN GARMENTS	PV1540
RAIYAN LANKA HOLDINGS	PV00225826
