name	registration_no
RAV CREATION	PV61262
RAV ENTERTAINMENT	PV00201463
RAVALANKA ESTATE	PV131780
RAVALANKA INVESTMENT	PV130342
RAVAN AUTO MODIFICATION	PV00269527
RAVAN AYUR HERBAL	PV00238269
RAVAN ENGINEERING	PV00238429
RAVAN SHIPPING LINE	PV00286914
RAVANA ARANA AYURVEDIC HOSPITAL	PV92378
RAVANA AVIATION	PV89669
RAVANA AVIATION ACADEMY	PV89803
RAVANA AVIATION KITE ASSOCIATION	GA3082
RAVANA CAVE & ECO TOURS	PV120940
RAVANA CONCEPTIONS	PV91438
RAVANA ENERGY SYSTEMS	PV00222592
RAVANA ENTERPRISES	PV00248918
RAVANA FREIGHT & FORWARDING	PV00267330
RAVANA GROUP OF COMPANY	PV00272752
RAVANA HOLIDAYS	PV00280690
RAVANA HOME	PV00216310
RAVANA INDUSTRIES	PV00277201
RAVANA INTERNATIONAL	PV00267755
RAVANA KING	PV00294079
RAVANA LANKA HOLDINGS	PV00268495
RAVANA PARAGLIDING ACADEMY	
RAVANA RISK MANAGEMENT	PV00228715
RAVANA SHIPPING SOLUTIONS	PV00219041
RAVANA TOURS	PV77111
RAVANA TRADING INTERNATIONAL	PV00285647
RAVANA VALLEY	PV00282461
RAVANA VENTURES	PV00267645
RAVANAGAMANAYA	PV00229428
RAVANAN PARK	
RAVANAN PHOTOGRAPHY	PV00279701
RAVANAN WORLD WIDE EXPRESS	PV00257200
RAVAYA PUBLICATIONS AND PRINTERS	PB5422
RAVAYA PUBLISHERS	GL86
RAVAYA SOLIDARITY COMPANY	PB5173
RAVEENA CLOTHIN	PV130819
RAVEESHA LANKA RECRUITMENT	PV60176
RAVEN HOLDNIGS	PV81493
RAVEN SECURITY SERVICES	PV118342
RAVEN TECHNOLOGIES	PV100794
RAVEN VISION CONSULTING	PV00247834
RAVENSCRAIG HOLDINGS	
RAVENSFIELD HOMES	PV81422
RAVERECON	PV00221249
RAVI AUTO	
RAVI BLOSSOM COMPANY	PV85183
RAVI BREEDER FARMS	PV623
RAVI CHANDRA	PV87012
RAVI CONSTRUCTION	PV103484
RAVI ENGINEERING	PV00236496
RAVI EXPORTS	PV16255
RAVI FARMS	PV2310
RAVI FEED	PV61920
RAVI FERNANDO ASSOCIATED	PV116279
RAVI HOLDING	PV00252320
RAVI HYDRO ENERGY	PV76951
RAVI IMPEX INTERNATIONAL	PV62200
RAVI INDUSTRIES	PB705
RAVI INVESTMENTS	PV8099
RAVI JEWELLERS	PV17651
RAVI MARKETING SERVICES	PB504PV
RAVI PHOTOGRAPHIC & ADVERTISING	PV00201527
RAVI POWER AND ENERGY	PV00217486
RAVI REAL ESTATE & MATRIMONY	PV00262124
RAVI RO FORM	PV73827
RAVI RO FURNITURE	PV95347
RAVI THARU HOLDLINGS	PV93255
RAVI'S RENT VILLA	
RAVIDHA ENGINEERING	PV00244040
RAVIDHANA ENGINEERING	PV00227935
RAVIDU ENTERPRISES	PV77041
RAVIDU LAND SALES	PV119005
RAVIHANSI ENTERPRISES	PV00268174
RAVIKIRANA PRINTERS AND PUBLISHERS	PV12746
RAVIMAL BAGS & GIFTS	PV14526
RAVIMAL CONSULTANCY SERVICES	PV92352
RAVIN ENTERPRISES	PV00236682
RAVIN GEMS	PV00266317
RAVIN REMEDIES	PV15925
RAVIN TEAS	PV92099
RAVINA JEWELLERY WORK SHOP	PV101376
RAVINDRA  RANDENIYA  FOUNDATION	GA00281515
RAVINDRA K.R.S. ADVERTISING SERVICES	PV14685
RAVINDRA LANKA AUTO SERVICE	PV5712
RAVINDU CAR CITY	PV00214775
RAVINDU CONSTRUCTION	PV121424
RAVINDU DESIGNERWEAR	PV00241080
RAVINDU DISTRIBUTORS	PV11805
RAVINDU LAKSHAN SALES CENTRE	PV85488
RAVINDU MANPOWER	PV92617
RAVINDU OXYGEN	PV96299
RAVINDU TIMBER TRADERS MILLS	PV11880
RAVINDU TOURS	PV00200116
RAVINS	PV65752
RAVINSA TRADINGS	
RAVIRO	PV00229176
RAVISHADHI COLLER CENTER	PV00291501
RAVISHAN EXPORTS	PV16341
RAVLON TRADING	PV00237666
RAVO	PV00208474
RAVO HOLIDAYS	PV00252619
RAVO PRODUCTION	PV00216977
RAVON RESTAURANT	PV00291219
RAVON SOCKS	
RAVSHAN TRADES	PV00284821
