name	registration_no
REV. PIYANANDA WELFARE FOUNDATION	GA2799
REVA TRADINGS	PV00273566
REVANALYTICS LANKA	PV69965
REVANALYTICS SOLUTIONS	PV69967
REVANSCRAIG AGRI ENTERPRISE	PV00221204
REVAQ INTERNATIONAL	PV00214758
REVATHY UTHAVIKKARAM	
REVEILLE FARMS	PV20984
REVEIRA SYSTEMS	PV123764
REVEL HOLDINGS	PV00268316
REVEL IN SUCCESS	PV00200721
REVELATION IT SOLUTIONS	PV00269628
REVELATIONS PROFESSIONAL EDUCATION	PV00201928
REVELUTIONS	NF248
REVENTURA HOLDINGS	PV00209386
REVER CONSTRUCTION & CONSULTANCY SERVICES	PV129953
REVERBLE	PV00211215
REVERIE HILLS	PV00249564
REVERIE HOTEL	PV96436
REVERIE HOTELS AND BANQUETS	PV00204498
REVERISTS	PV00235079
REVERS EDGE KANDY	PV84086
REVERSTON TRADING COMPANY	PV125310
REVEST HOLDINGS	PV00213073
REVIERA TRADING	PV99423
REVIEW'S TECHNOLOGY CCTV	PV00283996
REVILUX COMPANY	PV2919
REVIN PROMTIONS	PV18874
REVINICH	PV00232624
REVINSTAR HOLDINGS	PV94928
REVITALISE   CEYLON	PV00282989
REVIVA TEAS	PV106212
REVIVAL CONSULTANTS	PV00237997
REVIVAL HEALTHCARE SERVICES	PV66220
REVIVAL WELLNESS SERVICES	PV00266348
REVIVE EASY	PV00216385
REVIVE LANKA	PV00276115
REVIVE SPENCE INTERNATIONAL	PV00233648
REVIVIFY	GL2437
REVIVIFY TECHNOLOGIES	PV00222440
REVLYFT	PV00290348
REVO - REVOLUTION ADVERTISING	PV00288570
REVO CLOTHING	PV00257208
REVO COMPUTERS & SECURITY SOLUTIONS	PV00253582
REVO CONSTRUCTION SERVICES	PV00244300
REVO INTEGRAL	PV126114
REVO INTERACTIVE	PV00268591
REVO INTERNATIONAL HOLDING	PV00242078
REVOCARE SOLUTIONS	PV101020
REVOGLOW ENTERPRISES	PV00234544
REVOGNAH	
REVOLBOT	PV00281228
REVOLE CALL CENTER SERVICES	PV00213882
REVOLGA ENTERPRISES	PV113103
REVOLUCION FITNESS	PV00221913
REVOLUTION MOBILES	PV00283475
REVOLUTION MUSIC	
REVOLUTION PLUS	PV126414
REVOLVE HOLDINGS	PV95427
REVOLVE TEC	PV82884
REVON FRONT TRADING	PV129615
REVONETICS	PV00222048
REVONKA ACCESS	PV120114
REVONRICH HOLDINGS	PV94200
REVONTA HERBS	PV00260122
REVONXT TECHNOLOGIES	PV00290672
REVOUGE	PV00260474
REVOVIS INTERNATIONAL	PV00234596
REVOX	PV96387
REVPORT	PV129395
