name	registration_no
REEBIZ TECHNOLOGIES	PV00229189
REEBOK WORLD OF SPORTS	PV13038
REEBONN COSMETICS	PV2892
REEBONN LANKA	PV00208167
REECHA INVESTMENTS	PV126958
REECHA MACHINE XPERTS	PV00212001
REECHA ORGANIC FARM	PV00211037
REED HOLDINGS	PV22008
REED LANKA	PV19690
REED LANKA FREIGHT	PV72829
REED LANKA TEAS	PV2121
REED LANKA TRADING	PV18325
REEDCO	GL2452
REEDS LANKA FOUNDATION	GA2442
REEF CEYLON RESOT	PV100934
REEF DEVELOPMENTS	PV6664
REEF FIBRE SOLUTIONS	PV00220985
REEF INTERNATIONAL	PV00234777
REEF TALPE	PV00252100
REEFERS LANKA	PV73227
REEFS EDGE RESORTS	PV82519
REEHA MOTORS	PV00282158
REEK INTERIOR	PV00237146
REEKAN ENTERPRISE	PV00263726
REEL & TRACK	PV64434
REEL COLOMBO	PV00236871
REEL HOUSING	PV67605
REEL-CECON	PV66586
REELCRAFT	
REEM PRODUCTS	PV00267034
REEMA AUTO WORLD	PV87565
REEMA AUTO ZONE	PV00254525
REEMA ENTERPRISES	PV00231367
REEMA GEM	PV109844
REEMA INTERNATIONAL GROUP	PV113536
REEMA RECRUITMENT	PV00285476
REEMA TRADING	PV74709
REEMAR MARKETING & DETERGENT COMPANY	PV00244822
REEMAZ LA LANKA	PV87049
REEN EXIM	PV00214500
REENA INTERNATONAL	PV00288417
REENA LANKA TRADERS	PV98340
REENFORCE	PV00220191
REENS ENERGY	PV00239249
REERIN	PV00236105
REESHCO IMPORT & EXPORT	PV00224581
REESHS INTERNATIONAL	PV00200939
REESMA FOREIGN CITY	PV00275039
REESOONA HOLDINGS	PV114893
REET MOBILES	PV113840
REEWS EXPORTS	PV17554
