name	registration_no
OXFAG PACKAGING MACHINERIES	PV00257234
OXFORD ACADEMY	PV00288751
OXFORD BUSINESS SOLUTIONS	PV107182
OXFORD CAMPUS INSTITUTE	PV00207472
OXFORD CAPITAL	PV121463
OXFORD COLLEGE AKURANA	PV00284114
OXFORD COLLEGE FOR EDUCATION	PV74399
OXFORD COLLEGE OF BUSINESS	PV13854
OXFORD COLLEGE OF IT AND BUSINESS	PV00263755
OXFORD DYEING	PV18640
OXFORD EDUCATION CENTRE	PV68893
OXFORD ELEVATORS COMPANY	PV117549
OXFORD FIBRES	PV68175
OXFORD GARMENT INDUSTRIES	PV7869
OXFORD GRADUATE CAMPUS	PV00283987
OXFORD IMPORTS EXPORTS	PV96384
OXFORD INSTITUTE OF CREATIVE ARTS	PV131298
OXFORD INTERNATIONAL COLLEGE	PV1386
OXFORD INVESTMENTS HOLDING	PV00233479
OXFORD LANKA CAMPUS	PV00226900
OXFORD LEARNING CENTRE	PV00278892
OXFORD METRO CAMPUS	PV00291688
OXFORD MIGRATION CONSULTANCY	PV00269847
OXFORD MODERN	PV122392
OXFORD OXBRIDGE THE IVY LEAGUE INTERNATIONAL ENGLISH ACADEMY	PV127625
OXFORD PRINTERS AND PUBLISHERS	PV81013
OXFORD TRADERS	PV9690
OXFORD TRADERS INTERNATIONAL	PV00245637
OXFORD TRADING LANKA	PV00263203
OXFORD TRAVELS & TOURS	PV88537
