name	registration_no
FAB APP SOLUTIONS	PV00263459
FAB ASIRI	PV00288185
FAB ASIRI KANDY	
FAB CONSTRUCTION COMPANY	PV4774
FAB CUT	PV63095
FAB DIAGNOSTICS	PV00274289
FAB FACTION	PV00208070
FAB FOODS	PV8435
FAB HOUSE	PV90715
FAB LANKA INDUSTRIES	PV00221248
FABCAB COMPANY	PV00206845
FABCO LANKA	PV00232602
FABCON INVENTORS	PV80691
FABEAUTE	PV00204527
FABELA	PV00221351
FABELHAFT LANKA	PV00278392
FABER CAPITAL LANKA	PV99958
FABEX	PV00266763
FABLY HOLDINGS	PV00250189
FABMEC ENGINEERS	PV110758
FABMEC HEALTHCARE HOSPITAL	PV108646
FABNA INDUSTRIES	PV20772
FABNETIC TRADERS	PV99966
FABREX LANKA	PV16873
FABRIC AND APPAREL ACCESSORY MANUFACTURERS ASSOCIATION	GA735
FABRIC CENTRE	PV118611
FABRIC DEALS	PV00225084
FABRIC GALLERY	PV96529
FABRIC GALLERY MALWANA	PV00230129
FABRIC GLOBAL	PV00282386
FABRIC HUB	PV00282389
FABRIC SHADERS LANKA	PV129231
FABRIC SHOP	PV110229
FABRIC SPA	PV00209932
FABRIC TOUCH	PV00270663
FABRIC WORKS	PV00278497
FABRICS.LK	PV00254099
FABRICULTURE	PV00216209
FABRISTEEL LANKA	PV00225054
FABRITEK ENGINEERING	PV00284658
FABRO SPECIALTIES	PV8016
FABTEC ENGINEERING	PV92211
FABULOUS AVENUE	PV115126
FABULOUS CLOTHING COLLECTIVE	PV00258125
FABULOUS FILMS & TELEVISION	PV00239025
FABULOUS FOUR	PV00237834
FABULOUS ONE	PV00238598
FABULOUS THREE	PV00238623
FABULOUS TWO	PV00237840
FABULOUS YOUNGSTERS INTERNATIONAL INSTITUTE	PV68820
FABY’S MARKETING LANKA	PV00238999
