name	registration_no
FAM GRADAN TOWARIST BANGALOW	PV00272009
FAME ENERGY SOLUTIONS	PV00276031
FAME GLOBAL SOLUTIONS	PV73957
FAME OIL	PV101302
FAMEDIX	PV00202371
FAMELY INTERNATIONAL TRADING	PV00224828
FAMEOLOGY	PV00232733
FAMICO TOURS & TRAVELS	PV15355
FAMILIA FROZEN FOODS	PV00275635
FAMILIAN LOGISTICS	PV74305
FAMILIES WELFARE	GL00250057
FAMILIN MEDICS	PV00218851
FAMILY BUSINESS	PV117744
FAMILY CARE MEDICAL SERVICES	PV77635
FAMILY CARE PHARMACY	PV00225958
FAMILY CARE SERVICES	PV61851
FAMILY CHEF	PV00268240
FAMILY CHICKEN	PV62716
FAMILY CHOICE	PV00229175
FAMILY CHOICE LANKA	PV00275930
FAMILY DENTAL SERVICES	PV61830
FAMILY DREAMS	PV91037
FAMILY ENTERPRISES	PV84635
FAMILY FAIR SUPERMARKET	PV00223390
FAMILY GROCERS	PV00237047
FAMILY HEALTH INTERNATIONAL (FHI 360)	FC1379
FAMILY HEALTHCARE CENTRE	PV123344
FAMILY HELP PROGRAMME	GA270
FAMILY HOMES AND ENGINEERING	PV11208
FAMILY MART	PV101352
FAMILY MEDI CENTRE & NURSING CARE	PV00253281
FAMILY MEDICAL CENTER SURIYAPALUWA	PV00271013
FAMILY PARK RESORTS	PV10620
FAMILY PLUS HOLDINGS	PV00214698
FAMILY TIES	PV00278939
FAMILY WELLBEING CENTRE	GA00264258
FAMILY YOGA ACADEMY	PV00227294
FAMILYDOC	PV00220793
FAMOUS LUNCH	PV00253398
FAMOUS MANPOWER	PV84553
FAMOUS PACIFIC SHIPPING LANKA	PV8593
FAMS GLOBAL	PV00252772
FAMS LOGISTICS	PV00265828
