name	registration_no
FAIAER ENTERPRISES	PV16757
FAIDAZ EXPERT	PV67597
FAIFA	PV00283842
FAIFF	PV00203169
FAIKA AND HAMDOON ENDOWMENT FOR THE RESTORATION OF SIGHT	
FAINAZ ASSOCIATES	PV14989
FAIR BANKS BILLING SOLUTIONS	PV104893
FAIR CEYLON EXPORT	PV114799
FAIR CEYLON INTERNATIONAL	PV00212390
FAIR CEYLON POWER	PV116559
FAIR CHOICE INVESTORS AND TRADERS	PV00229138
FAIR COMMODITIES TRADING	PV00200785
FAIR DEAL HOLDINGS	PV66902
FAIR DINKUM GROUP LANKA	PV91732
FAIR EASTERNA AND WEALTH MANAGEMENT	PV72233
FAIR EDUCATION INFORMATION TECHNOLOGY	PV78751
FAIR ENERGY SERVICES	PV73765
FAIR ENTERPRISES	PV76540
FAIR EVER PHARMACEUTICAL	PV00214873
FAIR EXPORTS & TRADING LANKA	PV00282733
FAIR FARE AIRPORT TAXI DRIVERS' ASSOCIATION	GL00215445
FAIR FAST LANKA	PV00237318
FAIR FIELDS CAPITAL ASIA	PV95543
FAIR FLY	PV00279240
FAIR FREIGHT COLOMBO	PV00273198
FAIR GEMS LANKA	PV131825
FAIR GLOBAL HOLDINGS	PV00208604
FAIR HARVEST	PV00222386
FAIR INTERLOCKS	PV00209528
FAIR LANDS & INVESTMENTS	PV100844
FAIR LANKA HOLDINGS	PV00282376
FAIR LEADER	PV127036
FAIR LIGHT GUEST	PV00282664
FAIR LUCK MONEY EXCHANGE	PV83910
FAIR MART	PV00230648
FAIR ONE IMPORTS	PV00237657
FAIR PHARMA	PV2302
FAIR PRICE SUPER CEYLON	PV00237918
FAIR PROPERTY DEVELOPERS	PV00286392
FAIR SHARE LANKA HOLDINGS	PV122398
FAIR SHIELD	PV00284219
FAIR TRADE AND INVESTMENTS	PV00212750
FAIR TRADE COMPANY	PV62764
FAIR TRADE GLOBAL	PV110055
FAIR TRADE LANKA	PV71270
FAIR TRADING HOUSE	PV19280
FAIR TRADING SOLUTIONS	PV00265950
FAIR VIEW HOTEL	PV72652
FAIR WAY COSMETICS	PV00279375
FAIR WINDS	PV99614
FAIR-TRADE ALLIANCE INTERNATIONAL	
FAIRBAY	PV00254843
FAIRCART	PV00233682
FAIRDEAL INDUSTRIES	PV14396
FAIRDEAL MARKETING	PV107701
FAIRDEAL TRADING COMPANY  [N(PVS) 28590]	PV8259
FAIRFAX TELECOMMUNICATION	PV66937
FAIRFIELD ASSOCIATES	PV00283588
FAIRFIELD GARDENS DEVELOPMENT FOUNDATION	GA00270804
FAIRFIELD HOLDINGS	PV00203043
FAIRFIELD HOLDINGS	PV129852
FAIRFIELD MARITIME SERVICES	PV83537
FAIRFIELD RECRUIT	PV66523
FAIRFIELD TEA COMPANY	PV84129
FAIRFIELD VILLAS	PV72594
FAIRFIELDS CAPITAL	PV78428
FAIRFIELDS CONSULTING	PV78426
FAIRLAKE HOLDINGS	PV102494
FAIRLANKA AGENCIES	PV13128
FAIRLAWN POWER	PB957
FAIRLIGHT	PV125176
FAIRLINE CARGO LOGISTICS	PV00270639
FAIRLINE JEWEL MART	PV00225649
FAIRLY TEA COMPANY	PV128013
FAIRMARK IMPORT & EXPORT	
FAIRMATE	PV107972
FAIRMAX INTERNATIONAL	PV00201699
FAIRMED FOUNDATION	FC1005
FAIRMO HOLDING	PV00272346
FAIRMONT GRAND	PV93356
FAIRMOUNT APPARELS	PV78001
FAIRMOUNT FASHION	PV77994
FAIROOS & SON'S	PV00278912
FAIROOZE AUTO SALE	PV00213284
FAIRSENSE TRADING	PV00255328
FAIRVIEW LANDS	PB5033
FAIRWAY AQUARIUM	PV72851
FAIRWAY BUILDING MANAGEMENT SERVICES	PV78402
FAIRWAY CHATHAM HOTEL	PV121447
FAIRWAY CONDOMINIUMS	PV5153
FAIRWAY DEVELOPMENTS	PV60865PB
FAIRWAY ELAN	PV124666
FAIRWAY GALLE	PV101524
FAIRWAY HOLDINGS	PV75925
FAIRWAY HOMES	PV00250485
FAIRWAY INSURANCE BROKERS	PV129268
FAIRWAY KURUNEGALA	PV125543
FAIRWAY LATITUDE	PV118117
FAIRWAY LOGISTICS	PV102268
FAIRWAY MANPOWER	PV00256809
FAIRWAY MINERVA	PV118118
FAIRWAY RESIDENCIES	PV4958
FAIRWAY SCIENTIFIC	PV111308
FAIRWAY SKYHOMES	PV79882
FAIRWAY URBAN HOMES	PV108431
FAIRWAY WASTE MANAGEMENT	PV117770
FAIRWEATHER LANKA	PV107761
FAIRWHEELS MOTORS	PV00200560
FAIRWIN INVESTMENT	PV00214389
FAIRWING MATE HOLDINGS	PV125544
FAIRWORLD SHIPPING	PV00240602
FAIRY & ME	PV00289348
FAIRY DRESS MAKERS	PV108815
FAIRY FRESH TEA EXPORTS	PV82160
FAIRY HERBAL PRODUCTS	PV00281108
FAIRY LANKA	PV76939
FAIRYDUST EARLY CHILDHOOD EDUCATION CENTER	PV00245609
FAIRYLAND ESTATES	PV60
FAITH AND HOPE INTERNATIONAL	PV00288525
FAITH ENTERPRISES	PV00254459
FAITH GENERAL TRADING INTERNATIONAL	PV111553
FAITH GLOBAL HOLDINGS	PV00228349
FAITH HOMES & CONSTRUCTIONS	PV00250565
FAITH I N C	PV00265142
FAITH ICE FACTORY	PV87636
FAITH INTERIOR SOLUTION	PV00204952
FAITH LINE	PV107714
FAITH LINK INTERNATIONAL	PV106651
FAITH MANAGEMENT	PV17832
FAITH ONE PHARMACEUTICALS	PV00228500
FAITH RAY	PV102772
FAITH TRADING	PV83436
FAITH TRAVELS	PV13285
FAIVA PLUS INTERNATIONAL	PV00247727
FAIZ BROTHERS	PV335
FAIZ PRODUCTS	PV00239826
FAIZ TRAVEL AGENT	PV69717
FAIZAL OVERSEAS	PV00257533
