name	registration_no
FAT BEEHIVE	PV00272450
FAT CAT	PV122710
FAT WOK HOTEL AND RESTAURANT	PV129939
FATE APPERAL	PV00271825
FATE CONSULTANTS	PV00244567
FATH ACADEMY	GL2330
FATHER & MOTHER CHARITY ORGANISATION	GA3373
FATHER AND TRUST	PV00246542
FATHER ELEPHANT 	PV00208083
FATHER PETER PILLAI MEMORIAL SCHOLARSHIP FUND	GA347
FATHIH INSTITUTE FOR HIGHER EDUCATION	GL00230196
FATHIMA BOOKS	PV00268494
FATHIMA MUSLIM LADIES ISLAMIC STUDIES INSTITUTE	GL00231547
FATIMA MILLS	PV19171
FATTA OFFERS	PV00200004
FATTY PATTY	PV00214210
FATUM HOLIDAYS	PV00256759
FATUMARU CONSULTING & COUNSELLING LANKA	PV130383
FATYM COLLECTION	PV00270378
