name	registration_no
FANAA TRADING COMPANY	PV00228771
FANAM INTERNATIONAL	PV80043
FANCY CAP	PV00290823
FANCY EMPLOYMENT AGENCY	PV15905
FANCY FLASH	PV00270346
FANCY FREE	PV00219275
FANCY LANKA TRADERS	PV00222850
FANCY POINT	PV16266
FANCY STRORES	PV93243
FANCY TOWN	PV00298876
FANCY TRAVELS	PV97574
FANCY'S PARADISE	PV00264397
FANCYAN	PV00267168
FANCYLK	PV00251119
FANDI	PV00284696
FANFARE BAKERS	PV00218260
FANFARE FOOD PRODUCTS	PV19163
FANGO	PV00227701
FANITY SOLUTIONS	PV00282342
FANS TAG	PV00246860
FANSY TECHNOLOGIES	PV00222133
FANTACY INTRACTIVE	PV108690
FANTACY LANKA	PV21108
FANTASAIA INDUSTRIES	PV68616
FANTASIA ELASTICS	PV7964
FANTASIA INVESTMENT HOLDINGS	PV00215343
FANTASIA TOUR MANAGEMENT	PV00234668
FANTASIAN TOURS & TRAVELS	PV113371
FANTASTIC EVENTS 	PV00213651
FANTASY COMMUNICATION	PV517
FANTASY HOTEL MANAGEMENT	PV73749
FANTASY ISLAND	PV00206593
FANTASY LOUNGE	PV00254617
FANTASY MARKETING	PV71829
FANTASY NETWORK	PV101596
FANTASY WEDDING COLLECTION	PV94339
FANTASY WOOD	PV00256017
FANZIES HOME DECOR	PV111646
