name	registration_no
ADS GEM WORLD	PV00256137
ADS LAMBERT TRANSPORT	PV00216203
ADS MASTER	PV00235207
ADS MEDIA	PV70602
ADS PROFESSIONALS	PV00208834
ADS TECHNOLOGIES AND SERVICES	PV00283983
ADSAL	PV00235541
ADSAL HOLDINGS	PB00257489
ADSANA AGENCY	PV00288057
ADSCREEN. L K	PV127721
ADSGO TRADING CORPORATION LANKA	PV62693
ADSHAYA RESOURCE CONSORTIUM	PV72913
ADSIGN ADVERTISING	PV131990
ADSKY  ELITE  GLOBAL	PV00232952
ADSOLUTIONS DIGITAL COMMUNICATIONS	PV130324
ADSPACE INTERNATIONAL	PV63443
ADSPACE SOLUTIONS	PV127275
ADSPIRE DIGITAL	PV00278843
ADSSAYA INVESTMENT	PV00285171
ADSTAR LOGISTICS ENTERPRISE	PV112631
ADSTATION	PV128927
ADSTEC	PV11199
ADSTRACT 1	PV00263670
ADSTUDIOCLOUD	PV00267612
