name	registration_no
KICK MOBILES.COM	PV10535
KICK PRODUCTS	PV00226057
KICK SHOE LANKA	PV102867
KICK START LANKA	PV96845
KICK.LK	PV00251504
KICKSTART	PV00255346
KICKSTART ACADEMY	
KICKSTART BUSINESS SOLUTIONS	PV00210785
