name	registration_no
KIM SOLAR	PV00214587
KIM THOMAS	PV00283695
KIM'S KITCHEN	PV00219790
KIMA DIAGNOSTICS	PV115280
KIMA SURF CEYLON	PV00270218
KIMAKO TRADE LANKA	PV117488
KIMBULA KITHUL LANKA	PV00212576
KIMBULA TAONA	PV71023
KIMBULAGALA	PV60029
KIMC KOREA	PV00270923
KIMERA HOLDINGS	PV88227
KIMERA TECHNOLOGIES	PV00240102
KIMI LANKA	PV00277981
KIMIE`S CONFECTIONERY	PV7111
KIMIN POWER	PV107430
KIMO CEYLON	PV00203359
KIMO PRODUCTIONS	PV75413
KIMOZO TRADINGS	PV00223594
KIMRAY BEAUTY CARE	PV00273821
KIMS - MELSTA CONSORTIUM	
KIMS GLOVE LANKA	PV63356
KIMS LANGUAGE SCHOOL	PV00270950
KIMS TRADING	PV00285508
KIMURA CARS	PV100135
KIMUTHU NURSERY SCHOOL	PV69612
