name	registration_no
KISA INTERNATIONAL	PV108743
KISALI	PV00257866
KISALKA EXPORTERS	PV19803
KISANDU  ENTERPRISES	PV00244682
KISEKI JAPAN INTERNATIONAL	PV106962
KISEKI LANKA	PV97628
KISH LABORATORIES	PV87537
KISH PHARMA	PV82134
KISH PROPERTIES	PV108904
KISH TECHNOLOGIES	PV107055
KISHAN TRADING	PV69855
KISHANA ENTERPRISES	PV00244386
KISHANI INDUSTRIES	PV5441
KISHARA TRUST	
KISHNAAS TRADING	PV60117
KISHOR ANIMAL FEED	PV00251966
KISHOR JEWELLERY	PV00222798
KISHORI LANKA	PV103840
KISMET  [N(PVS) 41406]	PV4306
KISMET PLUS	PV79205
KISMOV	PV00259448
KISON GROUP OF COMPANIES	PV00237645
KISS ENTERTAINMENT	PV00216874
KISSL BIO NATURALS	PV00225169
KISSTOP PRODUCTS	PV00230827
KISTLER MARKETING SERVICES	PV65529
KISURA CARS	PV98194
