name	registration_no
GRI  TIRES	PV00231641
GRI GLOBAL	PV00289406
GRI INTERNATIONAL	PV69073
GRIAG HOLDINGS	PV00246715
GRIANO	PV00214538
GRID ADVERTISING	PV126228
GRID CONNECTED SOLAR POWER ASSOCIATION	GA3227
GRID CONSULTANCY	PV104594
GRID INTERIOR	PV00281275
GRID INVESTMENT HOLDINGS	PV00257163
GRID LANKA	PV15747
GRID POWER ENGINEERING COMPANY	PV00322533
GRID SELLER	PV00222721
GRID SUPPORT SERVICES	PV00336071
GRIDLINE	PV00238632
GRIDLINK SOLAR	PV00314147
GRIDSPRO ELECTRONICS & ACCESSORIES	PV00288647
GRIENEX	PV88980
GRIFECTA LOGISTIC	PV89513
GRIFFIN COLLEGE	PV00303147
GRIFFIN COLLEGE LONDON	PV00269973
GRIFFIN FINE ARTS AND COLLEGE	PV00281016
GRIFFIN INTERNATIONAL EXAM BOARD AND COLLEGE	PV00255214
GRIFFIN INTERNATIONAL FINE ARTS EXAM BOARD AND COLLEGE	PV00271630
GRIFFIN KIDS INTERNATIONAL PRESCHOOL	PV00317227
GRIFFIN MALSHIP	PV96885
GRIFFIN NEST	PV85644
GRIFFIN SEA FOODS	PV63771
GRIFFINZONE	PV00324366
GRIFFON SOFTWARE	PV128381
GRIFFTON	PV00245884
GRIGHTLANKA	PV93999
GRILL & CHILL	PV00206597
GRILLMASTER	PV00241074
GRILLMASTER ENTERPRISES	PV00337182
GRILLOS	
GRILLY	PV00325898
GRIM TECH PROJECTS (I) PRIVATE	FC1229
GRIMES ADVERTISING	PV61827
GRIN AND GROW INTERNATIONAL TRADING	PV00330566
GRIN GOODS IMPORTERS	
GRINDLAY & CO	F134
GRINDLAYS REGENCY	PV91626
GRINDOUT PRODUCTIONS	PV68271
GRINNALL COLLEGE	PV00265857
GRINSKO	PV00241430
GRIP A R INTERNATIONAL	PV81067
GRIP BUSINESS LANKA	PV00303271
GRIP CITADEL	PV00337122
GRIP CLOTHING IMPORTS & EXPORTS	PV81521
GRIP DELMEGE	PV3439
GRIP ENGINEERING	PV22311
GRIP ENTERPRISES	PV00216729
GRIP NORDIC	PV2565
GRIP TECH MEDIA INTERNATIONAL	PV00247784
GRIPEZE TRADE	PV113344
GRISMALAGE GARAGE	
GRIST HOLDINGS	PV98673
GRIT & GROWTH	PV00287192
GRIT HOLDINGS	PV00203959
GRIT INTERNATIONAL LOGISTICS	PV00284851
GRIT INVESTMENTS	PV00240391
GRIT PACKAGING	PV00336128
GRIT PROPERTY GROUP	PV00207476
GRIT SOLAR	PV00301496
GRIT SPORTS AND FITNESS	PV106822
GRITCO DIGITAL	PV00297305
GRITHUB CEYLON	PV00321179
GRITXA GLOBAL	PV00261908
GRIZILDA MICHAEL ENTERPRISES	PV00316566
GRIZZLY HILLS	PV00244180
