name	registration_no
MAA BAKE HOUSE	PV111976
MAA FASHION INTERNATIONAL	PV00258111
MAA KAMAHYA MINES AND INFRATECH LANKA	PV87982
MAA MEDIA NETWORK	PV00269323
MAA OYA HYDRO POWER	PV73980
MAA POWER LANKA	PV131697
MAA PRODUCT	PV00227996
MAAAN HOLDINGS	PV96344
MAACON INTERNATIONAL	PV00232550
MAADEE CONSTRUCTIONS	PV122858
MAADU AYURVEDIC RESORTS & SPA	PV00255563
MAADYA DITITAL	PV77723
MAADYA INTEGRATED	PV78821
MAAGEY CEYLON	PV118728
MAAHI AGRO INDUSTRIES	PV00290280
MAAHI AUTO WINGS	PV00265907
MAAHI HOLDINGS	PV00245370
MAAHI TOURISM	PV00288961
MAAK NUTRIENTS	PV00217141
MAAKO HOLDINGS	PV00253132
MAAL ASSOCIATE	PV109372
MAALAI MATRIMONY	PV00223940
MAALI GEMS	PV00260400
MAALI TOURS & HOLIDAY INN	PV00284575
MAALU MAALU BY CEYLON CATCH	PV00219756
MAALU NAM MAALU	PV00225723
MAAN LANKA HOLDINGS	PV127396
MAAN TRAVELS	PV00285530
MAANA	PV00262979
MAANASA VILLA	PV69664
MAANCO GLOBAL HOLDINGS	PV131290
MAANIKKAM ENTERPRISE	PV00222201
MAANTHRAA TECHNOLOGIES	PV00247408
MAANUK CONSTRUCTION COMPANY	PV128042
MAANUK INTERNATIONAL	PV66988
MAAQ VENTURES	PV00225737
MAAR-LAINI' Z FASHION FACTORY	PV128923
MAAR-LAINI'' Z FASHION FACTORY	PV128923
MAARAS LANKA	PV123038
MAARAV HOLDINGS	PV00219958
MAARI AMMAN STORE	PV00279183
MAARIA DO IMPORT & EXPORT	PV00286945
MAARIJ OFFSHORE	PV88248
MAARIYA EXPORTS	PV00281920
MAARUTHI CONSULTANTS	PV85800
MAARUTHI MICRO CREDIT	PV117726
MAAS APPAREL EXPORTS	PV94921
MAAS CONSULTANTS	PV00288995
MAAS ENERGY & TECHNOLOGIES	PV00287213
MAAS GLOBAL CAREER CONSULTING	PV00287613
MAAS SPORTS	PV00224250
MAASLANKA CONSTRUCTION	PV73918
MAAT FLORA	PV3530
MAATHA MANAGEMENT SYSTEMS	GL00260485
MAATHA WORLD FOUNDATION	GA00261907
MAATHAJEE LANKA PRODUCTS	PV00288276
MAATHAVAA BUILDERS	PV00206959
MAATHRA PRODUCTIONS	PV123011
MAATHVA PROPERTY DEVELOPERS	PV63820
MAAVAI  QUEENN	PV00254431
MAAVI AGRO LANKA TRADING INTERNATIONAL	PV00228562
MAAWAK OYA DAIRIES	PV00250303
MAAWELLA VITHANAVASAM PRODUCTIVE	PV114866
MAAYAVAN	PV00220852
MAAZ DESIGN	PV00284065
MAAZ PRODUCTS	PV00242576
MAAZONE ENTERPRISE	PV00262358
