name	registration_no
MAG AUTO SPRINGS	PV6780
MAG AUTOMOTIVES	PV12565
MAG CAR CARE CENTRE	PV9396
MAG CITY	PV9912
MAG CITY ACCESSORIES	PV65614
MAG CITY COLOMBO	PV118082
MAG CITY KANDY	PV12197
MAG CITY MOTOR COMPANY	PV12126
MAG CITY RATMALANA	PV4110
MAG ECO TEAM	PV00286828
MAG FEED	PV00210302
MAG FOOD	PV00244156
MAG GUNASEKARA CREATION`S	PV16725
MAG INDUSTRIES	PV6401PB
MAG NET ACADEMY	PV71029
MAG PHARMACEUTICALS	PV00298896
MAG PLAST	PV100210
MAG SOLUTIONS	PV00225876
MAG STORAGE BATTERY	PV00319632
MAG TROPICA	PV00287087
MAG-LINE INTERNATIONAL	PV67308
MAGA AUTO ZONE	PV77309
MAGA DEVELOPMENTS LANKA	PV8464
MAGA ENGINEERING	PV374
MAGA NAGUMA CONSULTANCY AND PROJECT MANAGEMENT SERVICES COMPANY	PV12742
MAGA NAGUMA ROAD CONSTRUCTION EQUIPMENT COMPANY	PV16847
MAGA NEGUMA EMULSION PRODUCTION COMPANY	PV13480
MAGA RECRUITMENT & TRAVELS	PV91312
MAGA VENTURE MARKET	PV00232954
MAGA VISHNU FOODSTUFF TRADING CO	PV00299723
MAGADIGE	PV00367428
MAGAH ECO HOLDINGS	PV00217107
MAGAL GANGA POWER COMPANY	PV2910
MAGALA HOLDINGS	PV8344
MAGALA POWER	PV81086
MAGALLE PLANTATIONS	PV00217460
MAGAM HOLDINGS	PV86425
MAGAM LAK SALT INDUSTRIES	PV00202215
MAGAM LANKA EXPORTS MARKETING SERVICES	PV00291649
MAGAM LIFE	PV122608
MAGAM RUHUNU GENERAL  PUBLIC WELFARE FOUNDATION	GA00230980
MAGAM SUPER	PV00233334
MAGAMA FARMS	PV82657
MAGAMA FOOD PRODUCT	PV00202441
MAGAMA GLOBAL	
MAGAMA HOLDINGS	PV00235004
MAGAMA MOTORES SERVICES AND HARDWARE	PV88779
MAGAMPURA  MEDICARE	
MAGAMPURA AGRO	PV00356804
MAGAMPURA AGRO MART	PV00357538
MAGAMPURA CONSTRUCTION AND SUPPLIERS	PV00227224
MAGAMPURA ENGINEERING	PV00221480
MAGAMPURA ENTERPRISES	PV00319290
MAGAMPURA EXPO INTERNATIONAL	PV00359641
MAGAMPURA EXPORTS	PV93198
MAGAMPURA HOLDING	PV87424
MAGAMPURA HOSPITAL	PV94281
MAGAMPURA LANDSCAPING	PV00371864
MAGAMPURA MARKETING	PV100995
MAGAMPURA MEDI CARE HOSPITAL	
MAGAMPURA MUSIC	PV00323581
MAGAMPURA NOVODA GOVI COMPANY (GURANTEE)	GL2024
MAGAMPURA PLANTATION	PV00259889
MAGAMPURA PORT MANAGEMENT COMPANY	PV93415
MAGAMPURA PURE	PV00228589
MAGAMPURA RICE PRODUCTS	PV109227
MAGAMPURA SAHAL	PV00366535
MAGAMPURA SOLAR	PV96756
MAGAMPURA SOLAR ENERGY PARK	PV113101
MAGAMPURA SPICES	PV00324501
MAGAN CONSTRUCTION AND PROPERTIES	PV129446
MAGARANTHAM	PV00323340
MAGARI AUTOMOTIVE	PV00304764
MAGARI CAPITAL VENTURES	PV00340669
MAGARI GEMS	PV00321281
MAGARI TRADING	PV123165
MAGARIC AKURALA	PV103347
MAGASTHOTA RESORT	PV108828
MAGAZZINO	PV00227501
MAGCITY RECON EXPORTS	PV00223332
MAGCUBIC	PV00359532
MAGDORE	PV00322961
MAGE THANA THE LITTLE BEACH RESORT	PV60112
MAGEDARA TEA FACTORY	PV2187
MAGEGEDARA	PV77375
MAGELLAN CUSTOMS BROKER	PV00211888
MAGELLAN HOLDINGS	PV00208001
MAGELLAN METRICS	PV00346753
MAGELLANIC SOFTWARE	PV00303759
MAGEN CONSTRUCTION AND ENGINEERING	PV00341403
MAGEN RATATA CIVIL ORGANIZATION	GA00339853
MAGEN RATATA FOUNDATION	GA00306644
MAGEN RATATA ORGANIZATION	
MAGENTA	PV85694
MAGENTA ROYAL HOLDINGS	
MAGENTA SMILEY	PV00246599
MAGENTAMART	PV00308928
MAGENTAROYAL HOLDINGS	PV00296657
MAGENTO INFO	
MAGERATA	PV00235668
MAGESWARY HOLIDAY HOME & RESTAURANT	PV00264431
MAGGIE GEMS	PV125361
MAGGIE TRAVELS	PV113871
MAGGONA BOUTIQUE COTTAGES	PV00286829
MAGGRIT HOLDINGS	PV00262559
MAGHNUM.LK	PV00289273
MAGHOORAS ENTERPRISES	PV21027
MAGHOORAS INDUSTRIES	PV18985
MAGI AGROFOODS	PV10671
MAGI ENTERPRISES LANKA	PV113163
MAGI LANKA HOLDINGS 	PV7552
MAGIC AGRI	PV00214710
MAGIC AI SOLUTIONS	PV00292330
MAGIC BAKER'S LAND	
MAGIC BRICKS PROPERTY SERVICES	PV00297890
MAGIC BRUSH	PV00300938
MAGIC CARS & FINE CARS	PV76565
MAGIC CARS & IDEAL TUNING	PV63044
MAGIC CART	PV00277824
MAGIC CLEAN LANKA	PV00331035
MAGIC CLEANING SERVICE	PV00235256
MAGIC COMPASS	PV00278116
MAGIC CORN	PV79608
MAGIC DROP COSMETICS	PV00233910
MAGIC ELECTRICALS	PV00265943
MAGIC EVENTS	PV00303635
MAGIC EVENTS PRO	PV00364720
MAGIC GLOW COSMETICS	PV00310878
MAGIC HANDS	PV00247792
MAGIC HOLDINGS	PV67580
MAGIC LEAF INTERNATIONAL	PV00303139
MAGIC LENSES	PV00200922
MAGIC LOOK SKIN & HAIR CARE	
MAGIC MANGO	PV97931
MAGIC MEDIA ENTERTAINMENT	PV00311520
MAGIC MINT	PV00360635
MAGIC MIRROR PRODUCTION	PV75111
MAGIC MOBILE	PV00314106
MAGIC MOBILES & MULTI COLLECTION	PV00358890
MAGIC OF ASIA TOURS & TRAVELS	PV128001
MAGIC OF CEYLON	PV00318874
MAGIC RECORDS	PV00306144
MAGIC ROOT	PV00204909
MAGIC SEASHELL VILLA	PV98711
MAGIC SHOW	PV00286569
MAGIC STATION	PV00214352
MAGIC STICKS	PV00339694
MAGIC TRADING	PV00359024
MAGIC TUNES	PV00349194
MAGIC UNBOUND LANKA	PV00306413
MAGIC WAND	PV00276020
MAGICAL ACCOUNTING ONLINE SCHOOL	PV00368493
MAGICAL BLENDS	PV00336113
MAGICAL CEYLON HOLIDAYS	PV00212722
MAGICAL DUST	PV00371917
MAGICAL IDEA	PV00310223
