name	registration_no
MAZ GEM AND JEWELLERY	PV00289554
MAZ LANKA GROUP	PV00244914
MAZ LANKA TRADES	PV00228244
MAZA SUBSTRATES	PV00262557
MAZAL HOLDINGS	PV00287450
MAZARINE SURF BEACH HOTEL	PV118787
MAZAWATTEE HOUSE	PV93297
MAZAYA INTERNATIONAL	PV00259854
MAZAYA TRADERS	PV00290006
MAZDA PLASTIC LANKA	PV14254
MAZDAN	PV96721
MAZE CLOTHING AUSTRALIA	PV9884
MAZE ENGINEERING	
MAZE PROPERTY DEVELOPERS	PV10665
MAZE WORKS	
MAZECODE	PV00285013
MAZENOD ANURADHAPURA	PV00218558
MAZION LANKA SECURITY SERVICE	PV00245300
MAZNA MOTORS	PV69462
MAZTER	PV00268769
MAZU SHIPPING	PV103792
MAZUMA LANKA	PV106547
MAZUR SHIP FISHING & SHIPPING	
