name	registration_no
MAX & DAVIS	
MAX - EURO HOLDINGS	PV96738
MAX 1 MAGIC	PV00261034
MAX ABAYA.LK	PV00255161
MAX AND DAVIS CEYLON GROUP	PV00267301
MAX AUDIO VISUAL	PV11198
MAX AUTO CORRECTIONS	PV00273926
MAX AUTO MOTORGRAGE	PV89445
MAX B P C HOLDING	PV77763
MAX BEVERAGES	PV110778
MAX BITUMEN	PV72935
MAX CAPITA	PV00255189
MAX CCTV DIGITAL TECHNOLOGY	PV00269544
MAX CERAMICS	PV108865
MAX COMPUTERS	PV79404
MAX CONSTRUCTIONS & REAL ESTAES	PV94097
MAX CREATION	PV6138
MAX DATA SOLUTION	PV00289512
MAX DEALS	PV00275401
MAX ECO FARMING	PV00265278
MAX ENGINEERING & CONSULTANCY	PV00232177
MAX ENGINEERING AND CONTRACTING	PV00218895
MAX ENGINEERING EXPERTS & CONSULTANCY	PV00240415
MAX FASHION GARMENTS	PV00205594
MAX FITNESS CENTER	PV00223022
MAX FLAVOUR	PV00202364
MAX FLEX	PV18678
MAX FORCE CREATIONS	PV100065
MAX GLOBAL VENTURES	PV117217
MAX HOLDINGS INTERNATIONAL	PV00207085
MAX HOLDINGS KANDY	PV95272
MAX HOLIDAY'S LANKA	PV91270
MAX INDUSTRIAL TRADING	PV75457
MAX INTERCORP	PV131256
MAX IT SOLUTIONS	PV00250558
MAX LANKA ENTERPRISES	PV00271988
MAX LANKA INTERNATIONAL	PV00204705
MAX LANKA MANUFACTURING 	PV89566
MAX LANKA PREMIER HOLDING	PV121170
MAX LANKA T.Z HOLDINGS	
MAX LANKA TRADING COMPANY	PV60708
MAX LANKA ZIPPERS	PV78212
MAX LIFESTYLE CO	PV107506
MAX LINK TECHNOLOGIES	PV98252
MAX MULTIMEDIA SYSTEMS	PV12449
MAX NATURE CEYLON PRODUCT	PV00267385
MAX PHONE	PV79886
MAX PILLARS	PV00274117
MAX POINT MARKETING	PV00251943
MAX PORT INTERNATIONAL	PV00226597
MAX PREMIER SOLUTIONS	PV118377
MAX PRODUCTS	PV19893
MAX SECURITY SERVICES	PV68145
MAX SOLUTION AND TECHNOLOGIES	PV00201307
MAX SPA	PV00254593
MAX SPICES	PV00268723
MAX STUDIOS	PV00264255
MAX TAMIL MEDIA NETWORK	PV00233387
MAX TEC LANKA	PV00238737
MAX TECHNO A D T	PV00247034
MAX TRADE & BROKERS	PV00275820
MAX TRADES	PV107976
MAX TRAVELS & TOURS	PV107411
MAX TRONICS LANKA	PV119650
MAX V INTERNATIONAL	PV124017
MAX WATT POWER	PV92731
MAX WAY TRAVELS & TOURS	PV00274590
MAX WORLD LANKA	PV00267289
MAX-GEN PHARMA	PV00232814
MAXAIRE	PV7713
MAXAKEY ELECTRON	PV00201998
MAXBOYS AUTOMART	PV00282009
MAXCARLANKA	PV79731
MAXCHEM HOLDINGS	PV85557
MAXCLOUD LANKA	PV00211097
MAXDOORS	PV78367
MAXECO MINERALS AND COATINGS	PV00270475
MAXENCE DIGITAL	PV00282709
MAXEOM INTERNATIONAL	PV00235006
MAXEOS	PV00206930
MAXFINITY	PV00247480
MAXFIT IMPEX	PV81588
MAXFLORA	PV77383
MAXGRO INTERNATIONAL	PV00234441
MAXHITS	PV76039
MAXI CREDIT SERVICES	PV118568
MAXIBOT	PV00205136
MAXICON	PV00239904
MAXIE HOUSE	PV6167
MAXIES HOSPITALITY SERVICES	PV00207505
MAXIES LIVESTOCK FARMS	PV6166
MAXIE`S FISH	PV18921
MAXIM	PV16956
MAXIM AGRI LANKA	PV00208470
MAXIM APPAREL LANKA	PV78699
MAXIM IMPRESSIONS LANKA 	PV62987
MAXIM LOGISTICS	PV00201490
MAXIM PROPERTY DEVELOPERS	PV125195
MAXIM WING	PV93280
MAXIMA LINE INTERNATIONAL	PV61934
MAXIMA MOTORS INTERNATIONAL	PV17222
MAXIMAL TRADING	PV125989
MAXIMICE INCENTIVES	PV78813
MAXIMISE ME	PV00233452
MAXIMO INTERNATIONAL	PV00220256
MAXIMOS MEDICAL SOLUTION	PV120055
MAXIMOSS	PV7999
MAXIMS AGRO EXPORTS	PV00224958
MAXIMS HOLDINGS	PV83177
MAXIMS OVERSEAS HOLDINGS	PV125312
MAXIMUM IMPACT	PV73375
MAXIMUM PLUS	PV66741
MAXIMUS	PV3673
MAXIMUS AUTO CARE	PV00241135
MAXIMUS EDUCATION, MIGRATION AND TRAVELS	PV00200771
MAXINT INVESTIGATION AND SECURITY SERVICES	PV108096
