name	registration_no
BEACH CLUB RESORT & SPA	PV00288662
BEACH ECLECTICA	PV119634
BEACH ESCAPE	PV85431
BEACH HIVE	PV00203842
BEACH ISLE	PV00288290
BEACH PLAZA PORT CITY	PV00286415
BEACH PROP 9	PV00221359
BEACH RESORTS KOSGODA	PV96499
BEACH SHACK	PV80186
BEACH SIDE OPEN ART	PV00205252
BEACH WADIYA	PV10079
BEACH WALK	PV00206178
BEACH WOOD HOLDINGS	PV00247294
BEACHBUMS S L	PV00205794
BEACHSIDE INVESTMENTS	PV00272519
BEACHWAY GROUP	PV00205646
BEACO FURNITURE	PV61080
BEACON BEACH NEGOMBO	PV84684
BEACON FORWARDERS	PV85145
BEACON INTERNATIONAL	PV129804
BEACON JADE	PV00248129
BEACON LANKA	PV70710
BEACON LANKA INTERNATIONAL	PV00202041
BEACON MEDIA SOLUTIONS	PV100183
BEACON TECH	PV00243114
BEAGLE	PV77512
BEAM ENERGIES	
BEAM HELA OSU LANKA	PV97623
BEAM REALTY	PV00224817
BEAMING GRAY	PV00254513
BEAMLUCK ENTERPRISES	PV00286429
BEAN AND LEAF HOLDINGS	PV00231954
BEANFRONT	PV92155
BEANLAND DESIGN	PV00223750
BEANSTALK INVESTMENTS	PB4173
BEANY BUSINESS	PV00240281
BEAR EXPEDITIONS	PV00258804
BEAR FOODS	PV00247993
BEAR STEARNS LANKA	PV65647
BEAR STOW CARGO	PV60679
BEARD ARMOUR	PV00268783
BEARINGS AND SPARES TRADING	PV131063
BEARINGS SUPPLIES	PV15053
BEAT ANY OFFER	PV00200096
BEAT OF NAURE	GA3035
BEATRICE INVESTMENTS	PV10376
BEATRIX	PV17633
BEATROOT	PV122519
BEATS INTERNATIONAL	PV61378
BEATS LANKA ENTERPRISES	PV00204302
BEATS OF HEART	PV83247
BEATS WORLD INSTITUTION	PV00268654
BEAU MAXIM`S	PV82148
BEAUFORT & BERING	
BEAUFORT HOLDINGS	PV129004
BEAUT LOOK	PV00200729
BEAUTIFUL BRIDES	PV127439
BEAUTIFUL LIFE TRAVEL	PV00274629
BEAUTIFUL MINDS AND CONCEPTS	PV00214545
BEAUTIFUL MINDS FOUNDATION	GA2510
BEAUTIFUL TRAVELS	PV79063
BEAUTILAC COATINGS	PV14974
BEAUTIORA CEYLON	PV00279269
BEAUTIQLO H & B	PV00202287
BEAUTY & WHITE COSMETICS	PV106117
BEAUTY 4 YOU	PV129062
BEAUTY ANGEL BY HANSI	PV00260720
BEAUTY ANGI	PV00267309
BEAUTY BEE COSMETICS	PV00280879
BEAUTY BOX	PV00285361
BEAUTY BUILDS CONFIDENCE	PV00267047
BEAUTY CREATIONS	PV00268879
BEAUTY DIET	PV00205334
BEAUTY ESSENTIALS.LK	PV00241589
BEAUTY EXPRESS INTERNATIONAL	PV78948
BEAUTY FLOWER EVER GREEN SPA	PV00268415
BEAUTY HARBOUR.LK	
BEAUTY LANKA ENTERPRISES	PV18131
BEAUTY LANKA GEMS AND JEWELLERY	PV2282
BEAUTY LANKA TRAVELS & TOURS	
BEAUTY LANKA TRAVELS	PV00225736
BEAUTY LOCKS	PV00248462
BEAUTY MEI LI FANG	PV00253024
BEAUTY MINDS LEARNING CENTER	PV00261638
BEAUTY MOON COSMETICS	PV00267260
BEAUTY MUTIM	PV00265679
BEAUTY NAIL SPA AND SALON	PV123797
BEAUTY NEEDZ	PV85852
BEAUTY OBSESSED	PV00262793
BEAUTY QUEST INTERNATIONAL	PV00257880
BEAUTY SALON HARSHI	PV00239628
BEAUTY SCIENCE	PV00267394
BEAUTY SHIZEN	PV00249642
BEAUTY UNITED	PV00234937
BEAUTY WAY	PV00237214
BEAUTY ZONE	
BEAUTY ZONE HAIR AND BEAUTY ACADEMY	PV00213438
BEAUTYLIFE	PV00257572
BEAVER AVIATION	PV95970
BEAVER BROOK	PV00290416
BEAVER CONSTRUCTION	PV00212242
BEAVER LIFESTYLES	PV00277710
BEAVER MATERIALS	PV00247218
