name	registration_no
CAM CARE	PV124763
CAM ENERGY LANKA	PV112049
CAM VISTA SECURITY SOLUTION	PV124042
CAM ZONE	PV00282690
CAMAGNI CEYLON	PV111763
CAMARADERIE BIZPERT	PV00223327
CAMART TRADERS	PV129163
CAMASI MANIA INTERNATIONAL	PV00204929
CAMBER TECHNICS	PV00234066
CAMBERWELL	PV00234014
CAMBIO SOFTWARE ENGINEERING	PV71340
CAMBRIAN SPORTS AND LEISURE TRAVEL ORGANISERS	PV124844
CAMBRIDGE ACCESSORIES	PV00224706
CAMBRIDGE CAMPUS OF MARKETING	PV00219267
CAMBRIDGE CAPITAL	PV00250702
CAMBRIDGE CITY CAMPUS	PV00214577
CAMBRIDGE COLLEGE OF BUSINESS AND MANAGEMENT	PV124831
CAMBRIDGE COLLEGE OF INFORMATION TECHNOLOGY	PV00288285
CAMBRIDGE COUNCIL	PV00289318
CAMBRIDGE HEALTHCARE	PV00288890
CAMBRIDGE HOLDING	PV00220427
CAMBRIDGE IELTS ACADEMY	PV101546
CAMBRIDGE INSTITUTE OF LONDON	PV104820
CAMBRIDGE INTERNATIONAL SCHOOL	PV20119
CAMBRIDGE LOGISTICS	PV92503
CAMBRIDGE POWER	PV00273515
CAMBRIDGE PROPERTIES	PV104688
CAMBRIDGE TECHNOLOGY SOLUTIONS	PV00240821
CAMBRIDGEUE	PV00275786
CAMBRON EXPORTS	PV19101
CAMCO ENTERPRISES	PV70598
CAMCOL POLYTHENE	PV20764
CAMECAMEE BRANDS	PV00213389
CAMECO TRADING	PV87098
CAMEL PLASTICS	PV66227
CAMEL SHIP	PV00266210
CAMELIA ORTHO MANUFACTURING	PV100434
CAMELLIA	PV67134
CAMELLIA CEYLON EXPORTS	PV96202
CAMELLIA DAIRY FARM	PV00220142
CAMELLIA INTERNATIONAL	PV80245
CAMELLIA INTERNATIONAL CONSULTANTS	PV00278328
CAMELLIA LIFE SCIENCES	PV00234551
CAMELLIA NETWORK	PV00241888
CAMELLIA RANCH	
CAMELLIA SCINENSIS	PV75054
CAMELLIA SPA AND WELLNESS STUDIO	PV00212712
CAMELLIA TEA FACTORY	PV12416
CAMELLIA TEAS CEYLON	PV113364
CAMELOT HOLDINGS	PV11922
CAMELOT INVESTMENTS	PV00250945
CAMEO	PV16998
CAMEO VISION	PV66323
CAMERA DOT LK	PV00275633
CAMERA GEAR.LK	PV124166
CAMERA ONE	PV121107
CAMERAHUB	PV90661
CAMERALK	PV84919
CAMERAPOINT. LK	PV00202933
CAMERAPRO	PV108647
CAMERATALK	PV131050
CAMERAXIS	PV128582
CAMERON & JACOBS INVESTMENT	PV00214385
CAMERON ADVERTISING . [N(PVS) 45202]	PV12442
CAMERON COMPANY	PV95038
CAMERON DESIGN	PV00256791
CAMERON LANKA INVESTMENT AND CREDIT	PV112137
CAMERON PALE AND MEDINA	PV11770
CAMILIA HOME RENTAL	PV00231976
CAMILLUS PUBLICATION	PV1656
CAMINRO	PV00200062
CAMION LANKA LOGISTIC	PV73503
CAMLO HOLDINGS	PV110795
CAMLO HOTELS	PV117697
CAMNATURALS	PV00251961
CAMO IMPEX	PV98667
CAMO LANKA	PV74069
CAMORON HOLDINGS	PV129784
CAMOUFLAGE HOLDINGS	PV00237760
CAMOWIN	PV123846
CAMOWIN PRODUCTS	PV126107
CAMP CEYLON	PV420
CAMP EXPLORER CEYLON	PV102407
CAMP MASTER COLOMBO	PV15420
CAMP POE	PV109644
CAMP' S FUN FACTORY	PV00218259
CAMPA ADVENTURES	PV80644
CAMPAIGN 360	PV104976
CAMPAIGN FOR FREE AND FAIR ELECTION	GL2192
CAMPAIGN FOR PRODUCTIVE EDUCATION	GA3054
CAMPAIGN FORUM	PV00200175
CAMPANA	PV13993
CAMPBELL INTERNATIONAL ACADEMY	PV17071
CAMPBELL PLACE PROPERTIES	PV131250
CAMPBELWHITE LANKA	PV62254
CAMPEROO TRADING	PV95265
CAMPFIRE INTERACTIVE	PV68148
CAMPION ENERGY SERVICES	PV121239
CAMPION HYDRO	PV64947
CAMPO AGRICULTURE HOLDINGS	PV00237151
CAMPUS ABROAD LANKA	PV6775
CAMPUS AT LIBERTY	PV00286078
CAMPUS DE' EXCELLENCE	
CAMPUS DIRECT	PV106313
CAMPUS DISPATCH LANKA	
CAMPUS FOR PROFESSIONAL MANAGEMENT	PV00243438
CAMPUS INTERNATIONAL	PV00274367
CAMPUS ONE	PV00255763
CAMPUS-DEUTSCH	PV00202429
CAMPY TRADING	PV73012
CAMRIN HOLIDAY RESORT	PV95572
CAMSO TRADING	OC108
CAMY AIR INDUSTRIES	PV00246447
CAMY GLOBAL MARKETING	PV00223165
CAMY LANDS	PV00268885
CAMY YASH HOME APPLIANCES	PV00241955
