name	registration_no
CAL - TEST TECHNOLOGIES	PV125492
CAL EXPORTS LANKA	PV3680
CAL IMPORTS LANKA	PV00212421
CAL PROPERTY FUND	PV00255136
CALADAN	PV00264547
CALAMANDER & AQUAMARINE HOLDINGS	PV00273617
CALAMANDER BESPOKE FURNITURE	PV00254828
CALBER INTERNATIONAL LANKA	PV74941
CALCEY	PV79501
CALCEY TECHNOLOGIES LANKA	
CALCON INSTRUMENTATION AND SALES	PV120178
CALCULUS	PV00277603
CALDERA PLANTATION	PV101214
CALEANA INTERNATIONAL	PV97576
CALEDONIA ESTATES	PV00291349
CALEDONIAN CABLES	PV00207927
CALEDONIAN ENTERPRISES	PV21999
CALEEDA TRADING	PV00265990
CALEETO HOLDINGS	PV127043
CALGARY DEVELOPMENT LANKA	PV63380
CALGARY TRADEMART	PV92657
CALGO	PV65367
CALIBER	PV00290051
CALIBER CLOTHING	PV00266351
CALIBER CONSULTANTS	PV00202295
CALIBER LANKA	PV21836
CALIBER PLUS	PV00239871
CALIBRE BUSINESS SOLUTIONS	PV00278202
CALIBRE SCHOOL	PV98852
CALICO	PV15803
CALICO COLOR	PV121362
CALICO SPIRIT	PV00252193
CALIFO INTERNATIONAL	PV73732
CALIFONIA LINK CANADA	PV90899
CALIFONIA MIND AND BUDY CLINIC FOR WELLBEING	PV64473
CALIFORNIA LINK (CANADA)	PB3554
CALIFORNIA LINK	PV3479
CALIFORNIUM SHARES	PV131846
CALIFUR PLASTIC	PV63924
CALINE COLOMBO	PV00294025
CALISSTA	PV00253598
CALISTA CLOTHING	PV00277930
CALISTA GRAPHIC	PV81862
CALISTA HERBAL BEAUTY CARE	PV90639
CALISTA IMPORT AND EXPORT	PV962
CALISTA TRAVEL INTERNATIONAL GROUP	PV00267346
CALISTA WINDOWS	PV00222243
CALL D GLOBAL	PV102535
CALL LANKA TELECOM	PV13180
CALL ME COVE	PV00208160
CALL SHOPPING SERVICE LANKA	PV00226859
CALL TO SHARE AND CARE FUND	GA3074
CALLD TUBAL	PV96520
CALLICO	PV74659
CALLIDORA INTERNATIONAL	
CALLIDORA TECHNOLOGIES	PV00267567
CALLIX	PV68348
CALLIXTON	PV124141
CALLUS	PV00246153
CALM HOLIDAY & TOURS	PV00215137
CALM HOSPITALS	PV81969
CALM INN	PV86219
CALM PARADISE	PV113028
CALM RESIDENCE LAKESIDE	PV00251920
CALMA HOLDINGS	PV00227602
CALMARK CHEMICALS LANKA	PV60424
CALMART SERVICE AND CLEANPARK	PV81090
CALMECH ENGINEERING	PV124903
CALMRAY SOLUTIONS	PV00231960
CALORA	PV00251149
CALORGANIC	PV00281003
CALORIAN RESTAURANT	PV127990
CALORIE COUNTER	PV99993
CALORIES JUSTIFIED ACADEMY OF CAKE ARTISTRY	PV00272332
CALS HUB	PV00231589
CALSAR	PV00296146
CALTEMIN WATER FILTERS	PV00202100
CALTON FOOD COMPANY	PV68350
CALTON SUPERMARKET	PV00221617
CALTON SWEET HOUSE	PV371
CALTONE SOUTHERN LANKA	PV2629
CALVARY FELLOWSHIP KOSWATTA	GA00210655
CALVIN PLANTATIONS	PV75217
CALYSTA COSMETICS	PV00222114
CALYX INTERNATIONAL	PV00273140
CALZADO FOOTWEAR INDUSTRIES	PV00209023
