name	registration_no
CAFE 1886	
CAFE 1990	PV00243943
CAFE 4 U	PV102759
CAFE 55	PV84467
CAFE 6 TO 12	PV00254012
CAFE 84	PV125182
CAFE AMAKIE	PV00228487
CAFE ANNAQUINTO	PV00249197
CAFE ARC	PV00243757
CAFE AROMA INN	PV88525
CAFE ASIANA	PV9771
CAFE BELLE ELLA	
CAFE BLU LK	PV00245737
CAFE BREW COMPANY	PV00269720
CAFE BY KOCHCHI	PV00267525
CAFE CASA BLANCA	PV00209122
CAFE CASSENDRO	PV00272446
CAFE CEYLON HIKKADUWA	PV129210
CAFE CEYLON RESTAURANTS	PV94621
CAFE CEYLON TEA	PV69345
CAFE DELIGHT LANKA	PV122563
CAFE DIVINE STREET	PV00216855
CAFE FISH AND CHIPS	PV00220566
CAFE IMPRESSO	PV00293781
CAFE ISLAND	PV00211694
CAFE IVY	PV00203755
CAFE JAPAN	PV3216
CAFE KAILASA	PV00263556
CAFE KEKU	PV00291574
CAFE KINROSS CEYLON	PV00265136
CAFE KUMBUK	PV108274
CAFE LA DEFENSE	PV117936
CAFE LAB	PV00279515
CAFE LAVA	PV00262047
CAFE LAVAZZA	PV116620
CAFE MAGGI	PV00292966
CAFE MASHI	PV00229194
CAFE MOONSTONE	PV00291788
CAFE NOIR	PV119499
CAFE NOSHERS	PV00281133
CAFE NUGA	PV129830
CAFE ON THE 5 TH	PV107319
CAFE ONE LOVE	PV00215845
CAFE PIXEL PRINTING SOLUTIONS	PV00221909
CAFE SAMSARA	PV00284914
CAFE SHAZE	PV00202824
CAFE SOCIALE	PV128703
CAFE THE VIBE	PV00218087
CAFE XOXO	PV00231162
CAFEX EXPORTS	PV00265057
CAFFCO	
CAFFE EXPRESS	PV130528
CAFFE LANKA EXTREME	PV96994
CAFOZA GLASS MACHINERIES	PV00257297
CAFUX PAPERS & PAPER PRODUCTS	
