name	registration_no
DOC ADVISOR	PV00341611
DOC DRIVE CLEAN AUTOMOBILE	PV00338746
DOC TALK	PV00335631
DOCANNED COLOMBO	
DOCHI & SWUG	PV00317459
DOCILE	PV00222973
DOCKER UP INTERNATIONAL	PV00240898
DOCKETAPPS	PV00256717
DOCKLAND HOTEL	PV17295
DOCKLAND RIVER ESTATE	PV00216266
DOCKWELL TRADE	PV82281
DOCKYARD GENERAL ENGINEERING SERVISES	PV1974
DOCKYARD TOTAL SOLUTIONS	PV00208409
DOCMART PHARMACEUTICALS	PV00304935
DOCMATICS BILLING SOLUTIONS	PV00252061
DOCOMO INTERTOUCH LANKA	PV11283
DOCOMO MOTORS	PV77210
DOCOMO TRADING	PV82978
DOCONCALL	
DOCORMA INTERNATIONAL	PV124701
DOCRID CONSULTANCIES	PV00248130
DOCS CORNER	PV90336
DOCSYS SOLUTIONS	PV00306465
DOCTIMES.LK	PV00222550
DOCTOR  ON CARE	PV00232552
DOCTOR AND DRUGS	PV76840
DOCTOR AND MEDIA	PV18668
DOCTOR AUTO	PV80983
DOCTOR BUN	PV00333786
DOCTOR BUSINESS LANKA	PV00205749
DOCTOR CALL	PV85917
DOCTOR CEYLON	PV00337214
DOCTOR COCOZ	PV00325064
DOCTOR DAPPER	PV00229581
DOCTOR DOLL BEAUTY CLINIC	PV00303326
DOCTOR DONA EXPORT AND IMPERTERS	PV72896
DOCTOR FACTORY	PV00247494
DOCTOR G LEISURE	
DOCTOR G S M	PV00265774
DOCTOR GREEN	PV116854
DOCTOR GSM INSTITUTE	PV00334755
DOCTOR HARDWARE	PV00218133
DOCTOR HOME NURSING	
DOCTOR I T	PV81078
DOCTOR J AESTHETIC DENTAL CARE	PV00295609
DOCTOR KOTHTHU	PV00284934
DOCTOR LAB	PV00258502
DOCTOR LAB KANDY	PV00318912
DOCTOR LANKA HEALTH	PV00342020
DOCTOR MOBILE	PV115969
DOCTOR NEAR ME	PV00268529
DOCTOR OF BAT	PV00277347
DOCTOR PAINT	PV00221238
DOCTOR PAINT LANKA	PV00295012
DOCTOR PAINT REPAIR & MAINTENANCE	PV00324492
DOCTOR PERFORMANCE	PV00259172
DOCTOR PERFORMANCE FIGHT CLUB	PV00324971
DOCTOR POOL	PV00313529
DOCTOR REALTY	
DOCTOR RECORDS	PV00243309
DOCTOR ROVER	PV00232991
DOCTOR RUPEE	PV117412
DOCTOR SAINT INTERNATIONAL	PV00234749
DOCTOR SIDDHA	PV00288296
DOCTOR SKIN LAB	PV00346688
DOCTOR WATER LK	
DOCTOR WHEELS	PV00203947
DOCTOR YOMAL	PV00337159
DOCTOR'S KITCHEN	PV00236220
DOCTORCRYPTO ONLINE ACADEMY	PV00240448
DOCTORS ENCLAVE	PV118671
DOCTORS INSURANCE SERVICE CENTER	PV16218
DOCTRINA CAMPUS	PV00331319
DOCUFRE SOLUTIONS	PV6159
DOCULEX	
DOCUMENT PARCEL EXPRESS COLOMBO	PV77807
DOCUWIZ	
DOCUWIZ CONSULTANCIES	PV00282514
DOCWARE	PV00309290
