name	registration_no
LUMA	
LUMA FOODS	PV00256498
LUMA PLUS	PV87133
LUMAI INVESTMENT HOLDINGS	PV00273812
LUMAX INTERNATIONAL	PV00224811
LUMBINI  FURNITURE	PV00209307
LUMBINI AQARIA WAYAMBA  (NPBS 398)	PB1526
LUMBINI AQUARIA	PB1707
LUMBINI AQUARIA INTERNATIONAL	PV101316
LUMBINI AUTO SERVICES	PV00244213
LUMBINI AUTOMOBILE AND INVESTMENT	PV00249723
LUMBINI ELECTRONICS	PV60191
LUMBINI ENTERPRISES	PV99424
LUMBINI LANKA	PV00257026
LUMBINI LISTENERS' ASSOCIATE	PB00238179
LUMBINI TEA FACTORY	PV6922
LUMEN ENTERPRISES	PV71499
LUMEN HOME	GA2421
LUMEN TECHNOLOGIES	PB176
LUMENS LANKA	PV1988
LUMENS LIGHTING & DESIGN	PV104109
LUMENS SOLAR ENERGY	PV00209239
LUMI ESTATES	PV5182
LUMI LOTUS	PV00206089
LUMIA DIGITAL	PV91287
LUMIA EXPORTS	PV00283363
LUMIA VILLA	PV101794
LUMIE LIGHTING INTERNATIONAL	PV00221285
LUMIERE TEXTILES	PB4516PV
LUMIN LANKA	PV00218040
LUMINA AUTO WORKS	PV00227431
LUMINA BLISS	
LUMINA ELECTRICALS	
LUMINA ENERGY	
LUMINA RESIDENCIES	PV118716
LUMINAIRE	PV1946
LUMINAIRE ENGINEERING AND CONSULTING	PV00285712
LUMINAN TRADE LINK	PV130692
LUMINARA HOLDINGS	PV131364
LUMINARY ACADEMY	PV00274480
LUMINARY CONSTRUCTION	PV00281401
LUMINARY LEARNING SOLUTIONS 	PV114240
LUMINARY LEGAL ACADEMY	PV00271555
LUMINARY SOLUTIONS	PV00290952
LUMINEUX PRODUCTIONS	PV111848
LUMINEX	PQ00243223
LUMINEX HOLDINGS	PV00257275
LUMINEX MINI HYDRO DEVELOPMENT	PV71080
LUMINEX PROPERTY DEVELOPERS	PV7596
LUMINOUS	
LUMINOUS ENTERPRISES	PV00247500
LUMINOUS INTERIOR	PV110318
LUMINOUS LOUNGE AND ENTERTAINMENT	
LUMINOUS MARKER	PV6648
LUMINOUS SERVICE	PV74417
LUMINOUSWARE	PV00249429
LUMINRA	PV121167
LUMINRO LANKA	PV00246760
LUMIZO	PV129800
LUMORAH	PV00282678
LUMOS ENERGY	PV00294423
LUMOS ENGINEERING	PV00283308
LUMOS INTEGRATED	PV00211858
LUMOS SOLAR	
