name	registration_no
SYS - D N A  INTERNATIONAL	PV00246264
SYS ENACT CONSULTING	PV00223152
SYS ENACT HOLDINGS	PV00288981
SYS INVESTMENTS	PV00275365
SYSCARE IT SOLUTIONS	PV120903
SYSCATEC	PV00233565
SYSCLOUDIFY	PV100428
SYSCO LANKA	PV111265
SYSCO NETWORK SYSTEMS	PV114631
SYSCOMM	PV14840
SYSCOMM HOLDINGS	PV75117
SYSCOMM INTERNATIONAL	PV16671
SYSCOTEC CORPORATION	PV00239710
SYSENSOR	PV00243412
SYSINTELLECTS	PV00255457
SYSLINK	PV88433
SYSMAX LANKA	PV126020
SYSMEX ENGINEERING	PV121951
SYSPLABS SOLUTION	PV00284618
SYSPROVE CONSULTING	PV119948
SYSTECH SOLUTIONS	PV97395
SYSTEM ARC I.T SOLUTIONS	PV00208380
SYSTEM AUTOMATION & TOTAL SOLUTIONS	PV00226410
SYSTEM CHANGE MEDIA	PV00212894
SYSTEM ENGINEERING SOLUTIONS	PV127444
SYSTEM ENRICH	PV98508
SYSTEM HIVE	PV00238336
SYSTEM LOGISTICS	PV65418
SYSTEM MANAGEMENT CONSULTANTS	PV92351
SYSTEM X LANKA	PV71689
SYSTEMA STRATEGIC SOLUTIONS	
SYSTEMATICS EDUCATION	PV00222083
SYSTEMCARE SOLUTIONS	PV5539
SYSTEMIC GROUP	PV76117
SYSTO	PV00290674
SYSVEK	PV101033
