name	registration_no
PIX AND WORDS	PV13147
PIX ECOM	PV93226
PIX L K	PV106851
PIXALOGY	PV60177
PIXBRITE	PV68770
PIXEL ART COMPANY	PV11837
PIXEL ART WEDDING STUDIO	PV00261111
PIXEL BRICK SOLUTION	PV00280691
PIXEL DESIGNS STUDIO	PV00267532
PIXEL ELEMENTS	PV00230814
PIXEL FUSIONS	PV89327
PIXEL GLOBAL SOURCING	PV00261067
PIXEL HUB INTERNATIONAL	PV00241259
PIXEL IT SOLUTIONS	PV00287429
PIXEL MULTI HOLDING	PV00225500
PIXEL TEAM	PV00229854
PIXEL TECHNOLOGIES	PV00263362
PIXEL WORLD	PV00277040
PIXEL2PERFECTION	PV00262906
PIXELART PRODUCTIONS	PV00272422
PIXELATE CREATIONS	PV00285531
PIXELCORE HOLDINGS	PV00275377
PIXELDESIGN	PV115213
PIXELEYE INTERNATIONAL	PV00252703
PIXELHOOD	PV126141
PIXELLK	PV00285107
PIXELMATE LABS	PV00281313
PIXELPRINT LANKA	PV00231584
PIXELS DIVINE	PV131908
PIXELS DIVINE TRADING	PV131906
PIXELTRAY C M	PV62296
PIXELX SOLUTIONS	PV00287405
PIXIE HAIR AND BEAUTY CARE	PV00254623
PIXIE TECHNOLOGIES	PV77634
PIXLAN	PV115855
PIXLART DESIGNS	PV00218150
PIXLART IMAGING	PV112959
PIXMAA	
PIXTOCKER	PV00251483
PIXVATO	PV00264526
PIXZARLOOP	PV00218959
