name	registration_no
AFRA PRODUCTS	PV00260054
AFRA TOURS AND TRAVELS	PV11568
AFRA TRADING	PV117023
AFRAH ART GALLERY	PV00283461
AFRAH INTERNATIONAL	PV00231828
AFRAJ ATHIF INTERNATIONAL	PV00293572
AFRAN TRAVELS AND TOURS	PV00313428
AFRASIA INVESTMENTS	
AFRASIA VENTURES	PV00277557
AFRATH TOURS & TRAVELS	PV120499
AFRAZ CAR RENTALS	PV00319305
AFREEN TRADERS	
AFRI ASIA HOLDINGS	PV00234474
AFRI SOURCE TRADING	PV00315288
AFRICA B N B	PV00237092
AFRICA VENTURES	PV00215418
AFRICAN GEMS INTERNATIONAL	PV75847
AFRICAN GLOBAL LOGISTICS LANKA	PV00205069
AFRICAN GLOBAL RESORCE CENTER	PV93522
AFRICAN GLOBAL TRADING LANKA	PV00220109
AFRICAN GROWTH FUND	PB4826
AFRIEL	GL2314
AFRIKA - ASIA ENTERPRISES	PV120150
AFRO ASIA CORP	PV98117
AFRO ASIA SHIPPING LANKA	PV107263
AFRO ASIA TRADE COOPERATION	PV00213226
AFRO CEYLON COCOA	PV121330
AFRO LANKA IMEXPO	PV118462
AFRO-ASIAN ENTERPRISES	PV2266
AFRON FOREIGN EMPLOYMENT	PV00337414
AFRON GREEN AGRO	PV00313191
AFRON HOLDINGS	PV00214047
AFRON LANDS	PV00313193
AFRON SUCCESS ACADEMY	PV00319548
AFRON TECH ACADEMY	
AFRON TRAVELS & TOURS	PV00320626
