name	registration_no
RHODA	PV00230452
RHODES & RHODES INVESTMENTS	PV00205216
RHODES LIFESTYLE	PV00205217
RHODIUM CEYLON	PV113459
RHODIUM HUMAN CAPITAL	PV97298
RHODIUM INDUSTRIES	PV77857
RHODIUM INFRASTRUCTURE SOLUTIONS	PV97304
RHODIUM TECHNOLOGY	PV00227643
RHONE POULANC	NF79
RHONIUM TECH	PV121839
