name	registration_no
IRI MARKETING	PV00265004
IRICH MARKETING	PV00275765
IRICH TALENT GLASS	PV101062
IRIE LIVING	PV00200802
IRIS BUSINESS SOLUTIONS	PV116191
IRIS COLOUR GRAPHICS	PB164
IRIS COLOUR GRAPHICS EXPORTS	PB1615
IRIS COLOUR LABORATORIES	PV21087
IRIS DIGITAL IMAGING SERVICES	PV69570
IRIS ECO POWER LANKA	PV73010
IRIS ESTATE	PV13467
IRIS GARDEN	PV119659
IRIS I.N.C	PV00224480
IRIS INTERNATIONAL	PV108010
IRIS LANKA TRADING COMPANY	PV74246
IRIS OF LONDON	PV00261206
IRIS RECRUITS	PV126976
IRIS SOLUTIONS	PV64540
IRIS TECHNOLOGIES LANKA	PV62170
IRIS TRADING	PV2003
IRISH INERNATIONAL	PV75009
IRISH LANKA TRADING	PV62390
IRISH OUTFITTERS	PV108616
IRIZ INTERNATIONAL	PV71820
