name	registration_no
YEN MOTORS	PV121418
YENARA HOLDINGS	PV121219
YENASYS	PV00228740
YENESHA TRAVELS	PV86972
YENGO TOURS	PV00313505
YENLO LANKA	PV00213712
YENOM	PV16312
YENON INTERNATIONAL	PV00223961
YENOWEY BROTHERS	PV00250275
YENRICH	PV84694
YENSFIELD HOLDINGS	PV00203526
YENTHI LANKA	PV98805
YENTIVA	PV00236080
YENU COIR EXPORT	PV00255202
YENU HOTELS CEYLON	PV20331
YENUKA FRESH FRUITS	PV00315615
YENUKA MODERN HOMES	PV00295605
YENUL CONSTRUCTION	PV00236337
YENULI CHARCOAL PRODUCER & EXPORTERS	PV00263048
YENULI FURNITURES	PV00293466
YENULI HOLDING	PV00220373
YENVIN	PV00284302
