name	registration_no
TEL STAR PROPERTY DEVELOPERS	PV92287
TEL TEA EXPORTS  [N(PVS) 47610]	PV7844
TEL TRONICS HOLDINGS	PV21657
TEL-ONE SOLUTIONS	PV117553
TELAN	PV00258750
TELANT  ENGINEERING	
TELASIS SOLUTIONS	PV74968
TELCEY MEDIA	PV82932
TELCO INFRA	PV66621
TELCO VAS SOLUTIONS	PV00220464
TELCO VAS TECHNOLOGIES	PV00231477
TELCOM ENGINEERING SOLUTIONS	PV00216388
TELCOVISION	PV85944
TELE CONTACT	PV00208285
TELE COTTAGE SUPER CORRIDOR	PV62914
TELE HAWK INTERNATIONAL	PV63122
TELE INFRA SYSTEMS	
TELE MARKETING CONSUMER ELECTRONICS	PV7905
TELE MASS	PV21210
TELE ONE LANKA INTERNATIONAL	PV6766
TELE PANET INTERNATIONAL	PV72447
TELE SCENE ADVERTISING	PV63326
TELE SERVICES & COMMUNICATIONS	PV00217572
TELE SOLUTIONS K D J M	PV62239
TELE STAR LANKA	PV60431
TELE TECH NETWORKING SERVICERS	PV126970
TELE VIEW	PV15433
TELE VIEW PHARMA	PV116738
TELE-PIX TECHNOLOGIES	PV3755
TELEART PRINTERS	PV00289711
TELECARD	PV21669
TELECARE	PV7508
TELECAVE ELECTRICAL	PV801
TELECHANNELLING	PV108960
TELECHOICE LANKA	PV00250559
TELECO MOBILE	PV00272036
TELECOM & ENERGY SOLUTIONS	PV00252303
TELECOM INTERNATIONAL	PV14622
TELECOM MOTORS	PV00261092
TELECOM SERVICES NETWORK LANKA	PV131470
TELECOM SOLUTIONS LANKA	PV66473
TELECOMMUNICATION CONSULTANTS INDIA	NF296
TELECOMS ASIA MANAGEMENT CONSULTANCY	PV00260886
TELECONNECT SOLUTIONS	PV00224501
TELECORP SHOPPING NETWORK	PV104696
TELEDESK	PV00242690
TELEEY MARKETING SERVICES	PV111274
TELEEYE LANKA	PV74673
TELEFONAKTIE BOLAGET LM EFISSON	F343
TELEFORNIA	PV00247781
TELEGO COLOMBO TECHNOLOGY	PV94745
TELEGRAM MEDIA GROUP	PV00283316
TELEIOS CONSULTING	PV81042
TELEIOS GLOBAL	PV74802
TELEMAGE	PV00222259
TELEMALL	PV82413
TELEMART SHOPPING NETWORK	FC1094
TELEMASS INTERNATIONAL	PV18947
TELEMATICS CORPORATION	PV113226
TELEMATICS ENTERPRISES	PV00207614
TELEMAX PRODUCTION	PV124889
TELEMECH	PV71500
TELEPORTER	PV106649
TELEPOWER TECHNOLOGY LANKA	PV00224116
TELERONIC INTERNATIONAL	PV127502
TELESCOPIC CLOUD ACADEMY	PV00242103
TELESEEN MARKETING	PV17680
TELESONIC ENGINEERING	PV00218391
TELESONIC LANKA	PV92020
TELESTAR INTERNATIONAL	PV9004
TELESTIK LANKA	PV00273331
TELESTREAM TECHNOLOGIES	PV00231009
TELESTRUCTURE LANKA	PV71931
TELETECH SOLUTIONS	PV00244852
TELETEL LANKA	PV00254464
TELETHAKSHALA	PV85971
TELETUNNEL	PV123949
TELEVIEW BUSINESS & TECHNOLOGY ACADEMY	PV00202761
TELEX INTERNATIONAL TRADING	PV00234112
TELEXAR TECHNOLOGIES	PV00248821
TELEXY	PV00232752
TELFORD EDUCATIONAL SERVICES 	PV18715
TELFORD LANKA	PV115265
TELIJJAWILA DANDRO POWER	PV74322
TELIMAC	PV00266501
TELIOSE	PV67651
TELKO LANKA	PV20234
TELL HER YOU LOVE HER	
TELLEB ENGINEERING SERVICES	PV81740
TELLHOW INTERNATIONAL ENGINEERING & CONTRACTING CO., LTD	FC00211982
TELLIGEN INFORMATION TECHNOLOGIES	PV00214932
TELLKO TECHNOLOGIES	PV101617
TELLUS LANKA	PV00257211
TELNET ELECTRICAL	PV83058
TELNOTIX	PV00225586
TELOSA HOLDINGS	PV00282909
TELSA INTERNATIONAL	PV123287
TELSHAN NETWORK	PV17018
TELSTAR PHONES	PV7944
TELSTAR TECHNOLOGIES	PV76608
TELTRA ENGINEERING SERVICES	PV16474
TELZEE SOFTWARE INTERNATIONAL	PV00225134
