name	registration_no
TES AMM LANKA	PV86383
TESALA TRADING	PV102910
TESARA RESORT KITULGALA	PV122695
TESCH DEVELOPMENT	PV130209
TESCO	PV00270456
TESCO CORPORATION	PV00239881
TESCO HOLDING	PV00279423
TESCO INTERNATIONAL SOURCING	NF466
TESCO INVSETMENTS	PV108591
TESCO LANKA MARKETING	PV77712
TESCO LANKA TRADERS	PV00240831
TESCO LINE ENGINEERING COMPANY	PV00286375
TESCO OFFICE	PV92709
TESCO TELECOM	PV9074
TESCO TRADING	PV108480
TESHAN ENGINEERING	PV11687
TESHNA PLANTATION	PV00243278
TESKO TILES	PV89481
TESLA AQUA FARM	PV00244559
TESLA CONSTRUCTION	PV00241639
TESLA CONSULTANTS	PV80712
TESLA E CLEAN POWER SOLUITONS	PV105975
TESLA ENERGY	PV00203848
TESLA ENGINEERING AND MARKETING COMPANY	PV00230017
TESLA HOLDINGS	PV00287428
TESLA LANKA	PV00234535
TESLA ONE	PV120454
TESLA PACK	PV00261934
TESLA POWER AND ENERGY	PV00266394
TESLACEM LANKA	PV91621
TESOL  STUDIES	PV00238041
TESORO	PV105576
TESS	PV21170
TESS AGRO	PB689PQ
TESS BAGS	PV00229537
TESS INSTITUTE OF FISH TECHNOLOGY	PV103378
TESS PLANT POT	PV00278575
TESS RICE MILLS	
TESSA STEWART & ASSOCIATES	NF285
TESSARI VOCATIONAL TRAINING INSTITUTE	GA423
TESSCO LIFE	PV00233809
TESSIN TRADE	PV73705
TESSO INDUSTRIAL BEARINGS	PV00261722
TESTA CEYLON	PV100355
TESTA FOODS	PV00242828
TESTAGE SCIENTIFIC	PV81800
TESTEN	PV00240512
TESTING EQUIPMENT & MAINTENANCE	PV84248
TESTIT	PV7887
