name	registration_no
UPCEYLON INTERNATIONAL	PV00223674
UPCOT AGRI	PV00274509
UPCOT CEYLON	PV00264825
UPCOT GREEN FIELDS	PV99382
UPCOUNTRY DAIRY FARMS	PV115973
UPCOUNTRY EDUCATION DEVELOPMENT FOUNDATION	
UPCOUNTRY FLAVORS	PV00276019
UPCOUNTRY HERBS	PV116543
UPCOUNTRY HOLDINGS	PV00224186
UPCOUNTRY INTERNATIONAL AGRO	PV00239060
UPCOUNTRY LANKA	PV126703
UPCOUNTRY MERCHANTS	PV00264632
UPCOUNTRY POWER SUPPLY INTERNATIONAL	PV14760
UPCOUNTRY SOCIAL DEVELOPMENT FORUM	GA00245485
UPCOUNTRY TRAVELLERS	PV21436
