name	registration_no
HAMAD INTERNATIONAL TRAVEL & TOURS	PV00328974
HAMAD MOTORS	PV00257451
HAMAD TRADERS	PV00329862
HAMAD TRADING AND CONTRACTING COMPANY	PV00235905
HAMAKI APPAREL	PV00315587
HAMAMATSU LANKA	PV75625
HAMAZIAM MARINE	PV00225945
HAMBANA PETROCHEMICALS	PB3980
HAMBANTHOTA  BATA - ATHA INDUSTRIAL ESTATE ASSOCIATION	GA3033
HAMBANTHOTA FISHERIES ECONOMIC ENTERPRISE DEVELOPMENT CENTRE	GA2039
HAMBANTHOTA LOGISTICS	PV119915
HAMBANTHOTA SANASA  SHARE HOLDERS TRUST COMPANY	PB4910
HAMBANTOTA BEACH SPORTS CLUB	PV00227439
HAMBANTOTA CHAMBER	
HAMBANTOTA DISTRICT CHAMBER OF COMMERCE	GA290
HAMBANTOTA EXPRESS	PV22211
HAMBANTOTA FREIGHT TERMINALS	PV00317556
HAMBANTOTA INTERNATIONAL PORT SERVICES COMPANY	PV124269
HAMBANTOTA MARINE SERVICES	PV101085
HAMBANTOTA METAL CRUSHERS	PV21903
HAMBANTOTA OIL REFINERY	PV00210177
HAMBANTOTA PORT & LOGISTICS SERVICES	PV130214
HAMBANTOTA POWER ENGINEERING SERVICES	PV00270652
HAMBANTOTA RUHUNU BAKERS	PV73766
HAMBANTOTA SINGHE AGENCIES	PV5490
HAMBANTOTA SUPER SALT MANUFACTURERS	PV00226675
HAMBANTOTA TRADING COMPANY	PV69691
HAMBANTOTA WILDLIFE AND JUNGLE RESORT	PV89845
HAMBLETON WEALTH	PV72957
HAMBOO	PV00292337
HAMBU	PV74719
HAMCO HOLDINGS	PV00206111
HAMDAN CONSTRUCTION SERVICES	PV00213573
HAMDAN GLOBAL RECRUITMENT SERVICES	
HAMDHA PRODUCT	PV00246347
HAMDHA TRADERS	PV00222250
HAMDHAN GEMS	PV00255895
HAMDHAN `S	PV84588
HAMEC INTERNATIONAL	PV110628
HAMEE APPAREL	
HAMEED & SON'S HYPERMARKET	PV00321900
HAMEED & SONS	PV00279376
HAMEED & SONS ENGINEERING	PV00307274
HAMEED BROTHERS COLOMBO	PV4688
HAMEED FOUNDATION TRUST	GA3378
HAMEED INTERNATIONAL	PV6637
HAMEED PROPERTIES	PV00293629
HAMEED STORES	PV60859
HAMEED TRANSPORT SERVICE	PV00200967
HAMEEDA GLOBAL	PV00305703
HAMEEDIA CAPITAL	PB5185
HAMEEDIA DESIGNERS AND TAILORS	PV19629
HAMEEDIA STORES	PV15040
HAMEFA KEGALLE	PV15540
HAMESHA RECRUITING	PV100261
HAMEX EXPO	PV00263330
HAMILBRO FARMS	PV65352
HAMILTON CONSULTANCY	PV00299333
HAMILTON FOODS	PV61543
HAMILTON GROUPS	PV77490
HAMILTON HOLDINGS	PV87366
HAMILTON INTERNATIONAL	PV00206374
HAMILTON INTERNATIONAL CONSULTANCY	
HAMINDAGODA PRODUCTS	PV00281164
HAMJAD TRADERS	PV00325937
HAMKA INVESTMENT	PV00211397
HAMLIN SEAS	
HAMMALAWA ENERGY	PV00222543
HAMMATH CONSTRUCTION & SUPPLIER	PV00297812
HAMMER B T L	PV16252
HAMMER CONSTRUCTION	
HAMMER DIGITAL	PV00200855
HAMMER ENGINEERING	PB4689
HAMMER LANKA	PV107980
HAMMERS	PV14259
HAMMERSMITH CEYLON	PV107392
HAMMILLEWA AGRO FARM	PV00206739
HAMMILLEWA ORGANIC FARM	PV00234302
HAMNA HELAWEDA HERBAL MEDICINES	PV00328035
HAMNA INTERNATIONAL	PV00313914
HAMNA TRADERS	PV20924
HAMO AGRI INDUSTRIES	PV67214
HAMOMAA INTERNATIONAL	PV73477
HAMOOS TRAVELS	PV81216
HAMPDEN ENGINEERING	PV69862
HAMPDEN PROPERTY DEVELOPERS	PV106939
HAMPSTEAD INTERNATIONAL EDUCATIONAL INSTITUTE	PV19830
HAMRAJ LANKA	PV15823
HAMREX MARITIME ENGINEERING	PV00237622
HAMREX SHIP BREAKERS	PV00238633
HAMREX SHIPBUILDING CORPORATION	PV00238651
HAMREX TERMINALS	PV00238300
HAMS MANAGEMENT SERVICES	PV00226187
HAMSHA FARM	PV00214423
HAMTO ENERGY	PV109375
HAMZ LANKA TRADING	PV00233163
HAMZA HOLDINGS	PV00268473
HAMZA LANKA	PV82183
HAMZA TRADES	PV594
