name	registration_no
MEMA	PV00268410
MEMBER'S HOLDINGS	PV00211137
MEMBERS ENTERTAINMENT	PV10857
MEMENTA LANKA	PV121215
MEMENTO ENTERPRISES	PV00230278
MEMENTO HOLDINGS	PV00213213
MEMMPHIS HOLDINGS	PV65162
MEMO GALLERY	PV00259597
MEMO KABALANA	PV00205449
MEMO'S BEACH NILAVELI	PV00254615
MEMON CHARITABLE FOUNDATION	GA2520
MEMORA	
MEMORIELY	PV00254359
MEMORIES & MOMENTS	PV00278922
MEMORIES BY AURORA PRODUCTIONS	PV00290891
MEMORIES OF CEYLON	PV00225652
MEMORY CREATIONS	PV00275664
MEMORY LINK DIGITAL COLOUR LAB	PV122679
MEMORY TECHNOLOGIES LANKA	PV71393
MEMORYCARE	PV00231459
MEMORYTEX TECHNOLOGIES	PV00270405
MEMS	PV00236583
MEMTEC SOLUTIONS	PV00250172
