name	registration_no
MERA PRODUCTION	PV00213473
MERAGALLA	PV00297155
MERAK	GL00314341
MERAK GLOBAL TRADING	PV00269744
MERAKI	PV107544
MERAKI APPAREL	PV00244827
MERAKI ENGINEERING	PV00243208
MERAKI EXPORTS	PV00315824
MERAKI FARMS	PV00236245
MERAKI GEN	PV00264473
MERAKI GLOBAL	PV108709
MERAKI HERBALS	PV00285975
MERAKI MEDICAL TECHNOLOGIES	PV00209306
MERAKI TRADING	PV00207475
MERAKI UNITED	PV00212626
MERAKI VENTURES	PV00311719
MERAKIE SOLUTIONS	PV00231123
MERAYAN TRANS LUBRICANT	PV104256
MERBION	PV00311868
MERC MEDIA	PV101966
MERC POWER & TRANSMISSION	PV122362
MERC STOP AUTOMOTIVE SOLUTIONS	PV131763
MERCANTILE & GENERAL IMPORTS	PV78866
MERCANTILE ( GLOBAL) TRAVELS	PB782
MERCANTILE APPARTMENT BUILDERS	PV8452
MERCANTILE BUSINESS CONSULTANTS	PV98099
MERCANTILE CIVIL ENGINEERING & RECRUITMENTS	PV107902
MERCANTILE CRICKET ASSOCIATION	GA634
MERCANTILE DISTRIBUTORS	PV80972
MERCANTILE ELECTRICALS	PV8578
MERCANTILE ENGN TOOLS	PV15351
MERCANTILE FORTUNES INSURANCE BROKERS	PV121237
MERCANTILE FREIGHT SERVICES	PV1719
MERCANTILE INSURANCE BROKERS	PV80622
MERCANTILE INVESTMENTS AND FINANCE	PB76PQ
MERCANTILE K & P INVESTMENT	PV00292157
MERCANTILE LEISURE	PV00206149
MERCANTILE LOGISTICS	PV00312694
MERCANTILE MANUFACTURES	PV00257468
MERCANTILE MARINE MANAGEMENT	PB574
MERCANTILE MEDICALS	PV00267407
MERCANTILE MERCHANT BANK	PB233
MERCANTILE ORIENT	PV2888
MERCANTILE SEATRADE SHIPPING COMPANY	PV72401
MERCANTILE SEAWIND SHIPPING COMPANY	OC106
MERCANTILE SEBORNE SHIPPING	OC103
MERCANTILE SECURITY SERVICES	PV61094
MERCANTILE SHIPPING AGENCIES	PB242PV
MERCANTILE SHIPPING COMPANY	PQ148
MERCANTILE SHIPPING SERVICES	PV10865
MERCANTILE TEA PLANTATIONS	PV18175
MERCEDES MART	PV127171
MERCER EXPORTS	PV125761
MERCHANDISE MANAGEMENT	PV77295
MERCHANT 88	PV00315978
MERCHANT AUTO HOLDING	PV00206936
MERCHANT BANK OF SRI LANKA & FINANCE	PQ10
MERCHANT CAPITAL	PV00291502
MERCHANT CREDIT & INVESTMENT	PV00267103
MERCHANT E.C INVESTMENTS	PV00227166
MERCHANT I J INVESTMENT	PV00263326
MERCHANT IMPORT CO	PV00236670
MERCHANT LANKA	PV4629
MERCHANT MANAGEMENT SERVICES	PV00258847
MERCHANT MICRO CREDIT	PV00201104
MERCHANT OF THE POORS	PV88219
MERCHANT PAYMENT SOLUTIONS LANKA	PV131686
MERCHANT POWER LANKA	PV00326547
MERCHANT SECRETARIAL SERVICES	PV00285910
MERCHANT SECURITIES AND FINANCIAL SERVICES	PB599
