name	registration_no
GULANAHENA TEA ESTATE	PV00278432
GULF AIR COMPANY	NF5
GULF BI ANALYTICS	PV00226334
GULF BROKERS	PV00207858
GULF CARRIES	PV00255785
GULF CLOTHING	PV76562
GULF ENTERPRISES	PV13477
GULF ESTATE	PV00273910
GULF EXPRESS INTERNATIONAL	PV00255347
GULF EXTRUSIONS	PV20534
GULF FANCY INTERNATIONAL	PV00262598
GULF FOOD MARKETING	PV00284075
GULF GATE MANPOWER	PV00272199
GULF GLOBAL ASSOCIATES	PV72572
GULF INTERNATIONAL CERAMIC	PV74948
GULF INTERNATIONAL MARITIME	PV4969
GULF INTERNATIONAL TECHNOLOGIES	PV78369
GULF ISLAND HOLDINGS	PV78780
GULF LANKA ENGINEERING	PV94191
GULF LANKA FACILITY MANAGEMENT	PV108026
GULF LANKA INTERNATIONAL	
GULF LANKA TRAVELS	PV7406
GULF LINE	PV00233964
GULF LINK KANDY	PV585
GULF MANAR HOLDINGS	PV00286966
GULF MEDIX LANKA	PV88573
GULF PHARMA	PV00208978
GULF PROJECT LINES	PV00279588
GULF STAR MARINE	PV17192
GULF TRAVELS INTERNATIONAL	PV00252531
GULF WORDWIDE EXPRESS	PV97387
GULFAAR INTERNATIONAL EDUCATION PROJECTS	PV00275406
GULFASIA HUMAN RESOURCES	PV67244
GULFEAST INTERNATIONAL (PTE)	F352
GULFLINK SERVICES	PV19885
GULISTAN TRADING	PV67596
GULLIMO TECHNOLOGIES	PV00240128
GULLIO STUDIOS	PV00272296
GULLIVER`S TRAVELS	PB291PV
GULSAFF BROTHERS LANKA	
GULZAR EVENTS	PV126978
