name	registration_no
GUANA FASHION	PV00285413
GUANG XING CHINESE TRADE CENTER	PV12872
GUANGNENG CONSTRUCTION	PV128548
GUANGYUAN FOOD COMPANY	PV102924
GUANGZHOU FELICITY SOLAR TECHNOLOGY	PV00262055
GUANGZHOU FUTURE SOLAR TECHNOLOGY COMPANY	PV98074
GUANGZHOU SALVAGE	FC1210
GUANYAN MONALISA TEXTILE	PV00271074
GUARANTEED  SECURITY	PV00224954
GUARD ALLIANCE & CLEANING SERVICES	PV00268760
GUARD FOR LIFE SECURITY SERVICE	PV00208611
GUARD PLUS SECURITY SERVICES	PV74139
GUARDEN KEY SECURITY SERVICES	PV110335
GUARDIAN ANGEL WINGS	PV00244657
GUARDIAN ASSET MANAGEMENT	PB474
GUARDIAN ASSURANCE CO.	F43
GUARDIAN AUTOS	PV124639
GUARDIAN AUTOWORLD	PV00213541
GUARDIAN BANQUATE HALL	PV118323
GUARDIAN CAPITAL	PV10863
GUARDIAN CONSULIDATED BUSINESS CONSULTANTS	PV93688
GUARDIAN DRUGS	PV129759
GUARDIAN EQUITY	PB1439
GUARDIAN FUND MANAGEMENT	PB236
GUARDIAN GENERAL TRADING	PB5277
GUARDIAN GLOBAL IMPORTS & EXPORTS	PV102007
GUARDIAN HAWK SECURITY	PV5972
GUARDIAN HEALTH CHEMIST	PV00259706
GUARDIAN HEALTHCARE	PB5292
GUARDIAN HOLDINGS	PB1370
GUARDIAN IMAGE	PV81462
GUARDIAN INSURANCE BROKERS	PV76415
GUARDIAN INVESTIGATIONS SECURITY PROVIDERS & CONSULTANTS	PV4456
GUARDIAN INVESTMENT	PV70201
GUARDIAN INVESTMENT HOLDINGS	PV90802
GUARDIAN LANDS	PV94324
GUARDIAN LANKA DEVELOPMENT	
GUARDIAN LANKA ENGINEERING	PV100274
GUARDIAN LANKA SECURITY SERVICES	PV00237640
GUARDIAN LANKA TRUST	
GUARDIAN LEISURE RESORTS	PV19063
GUARDIAN LIFE	PV83140
GUARDIAN OF ALL ANIMALS PETS	
GUARDIAN PROPERTY DEVELOPMENT AND MANAGEMENT SERVICES	PV131877
GUARDIAN REAL ESTATE	PV00240110
GUARDIAN RENEWABLES	
GUARDIAN ROYAL COLOMBO	PV00265296
GUARDIAN TECH SOLUTIONS	PV00243429
GUARDIAN TOURISM	PB5308
GUARDIAN TRUSTEES	PB475
GUARDIAN-SIHA	PV00278733
GUARDIANS LANKA FOUNDATION	GA00239490
GUARDIANS OF DELIGHT	PV120317
GUARDIANS POWER INTERNATIONAL SECURITY SERVICES	PV00211197
GUARDS AFFRONTE SECURITY SOLUTIONS INTERNATIONAL	PV00261263
GUARDSTONE FOUNDATION	GL00244953
GUAYAPI LANKA	PV10107
