name	registration_no
PYRAMED INTERNATIONAL	PV107900
PYRAMID AGENCIES DEVELOPMENT	PV18549
PYRAMID CEMENT	PV00228560
PYRAMID CONSTRUCTIONS & CONSULTANCY	PV113622
PYRAMID EXPORTS	PV00257555
PYRAMID FOODS	PV81089
PYRAMID GAMA	PV122911
PYRAMID GLOBAL SERVICES	PV00254634
PYRAMID GLOBAL TECHNOLOGIES	PV00267574
PYRAMID HOLDINGS	PV122489
PYRAMID LOGISTICS INTERNATIONAL	PV00275814
PYRAMID MANUFACTURING & TRADING	PV00249314
PYRAMID MEDIA COMPANY	PV83063
PYRAMID OIL AND LOGISTICS	PV12996
PYRAMID WILMAR	PV10846
PYRAMID WILMAR PLANTATIONS	PV92772
PYRAMIDS BAND	PV00218824
PYROPLAY SYSTEMS	PV88070
