name	registration_no
ENC EXPRESS	PV00210020
ENC SENG ENGINEERING	NF34
ENCAPTURE HOLDINGS	PV00269464
ENCARE SURGICALS	PV00279030
ENCEE	PV00256457
ENCEL LANKA DEVELOPMENT	PV93563
ENCHANTING CEYLON GETAWAYS	PV104404
ENCHANTING CEYLON HOLIDAYS	PV90642
ENCHANTING GEMS	PV00250262
ENCHANTING INTERIORS	PV00285353
ENCHEXOR	PV00204904
ENCLAVE HOLDINGS	PV00272970
ENCLOTHE	PV00262100
ENCO TRADING	PV104816
ENCODIR SOLUTIONS	PV00254765
ENCOMPASS	PV00235178
ENCOR BUILDING SOLUTIONS	PV00244378
ENCORE HEALTH CARE	PV00271657
ENCORE HOLDINGS	PV00245582
ENCORE TECHNOLOGIES	PV21446
ENCOUNTER LANKA TOURS	PV103891
ENCOUNTER MISSION LANKA	GL00275963
ENCOURAGE CREDIT	PV105198
ENCRYPT ASIA	PV120904
ENCUBE ENGINEERING	PV00257204
ENCYCLOPEDIE ST LOUIS	PV00262312
