name	registration_no
ENO FRESH LANKA	PV118292
ENOCH MARKETING SOLUTIONS	PV126850
ENOCH SOLUTIONS	PV113230
ENOKA ABEYSUNDERA DARSHANA ACADEMY	PV83268
ENOLEX	PV00271275
ENOMAX HOME APPLIANCES	PV00227725
ENOMIX INTERNATIONAL	PV94772
ENON HOLDINGS	PV125506
ENONTE INNOVATION LABS	PV00229988
ENORA RESIDENCE	PV00216999
ENOVA ENGINEERING SERVICES	PV84560
ENOVANTE	PV129127
ENOVATE 365	PV111196
ENOVATION	PV00221298
ENOVIC I T	PV111617
ENOVITAS INFORMATION	PV101126
ENOVIZ	PV88581
ENOVUS MECH	PV00236895
ENOW TECH LANKA	PV94173
