name	registration_no
KAL TEK SOLUTIONS	PV00249425
KAL WELLNESS CARE	PV00229760
KALA ENERGY HOLDINGS	PV00206352
KALA FANCIES & STATIONERY	PV00252959
KALA INVESTMENT	PV119855
KALA POLA	PV00235945
KALA TAILORS & TEXTILES	PV00216036
KALA TRADERS	PV13860
KALA YATRA HOLDINGS	PV00257327
KALAAKARU	PV00252456
KALAASA LANKA	PV114178
KALAASH	PV00233631
KALACRAFT LANKA  [N(PVS) 6757]	PV7073
KALADI	PV00284370
KALAE PRODUCTS	PV00281206
KALAGUNA SLAKAMU JANATHA WIYAPARAYA	GA2990
KALAHARI CAPITAL	PV7960
KALAIKATHIR PRESS	PV00207514
KALAIVANI FARMS	PV131740
KALAKERUN	PV00291833
KALAMATA  HOLDINGS	PV00203713
KALAMAZOO INDUSTRIES	PV3301
KALAMETIYA KEDALLA NEST	PV17594
KALAMITIYA ENTERPRISES	PV91606
KALAMKARI ARTS	PV00270695
KALANA AGRO SEEDS	PV63648
KALANA AQUARIUM	PV00254418
KALANA CONSTRUCTION	PV00287707
KALANA ENGINEERING TECHNOLOGIES	PV00228214
KALANA ENTERPRISES	PV7974
KALANA HOLDINGS	PV101620
KALANA IMPORTERS AND GENERAL MERCHANT	PV00201304
KALANA LANKA	PV66991
KALANA ORGANIC COMPOST	PV00258229
KALANA PRODUCTS	PV00255430
KALANEETHI MEDIA	PV00264865
KALANG WATER VILLAS	PV00260782
KALANI FISHING	PV00212433
KALANSOORIYA COMAPANY	PV75666
KALANSURIYA AUTO TRADERS	PV110141
KALASAM	PV80692
KALASUTRA	PV118391
KALATUWAWA HOLDINGS	
KALAVA CONSTRUCTION	PV00284447
KALAWA CREATIVE SOLUTIONS	PV00212875
KALAWANA ESTATE COMPANY	PV3601
KALAWANA GROWERS	PV00232015
KALAWANA TEA FACTORY	PV12744
KALAWEWA AUTO TRADERS	PV00244451
KALAWEWA ORGANIC FERTILIZERS	PV00241109
KALAYA	PV69084
KALBAASHI	PV82166
KALBASHI LEISURE AND RESTAURANTS	PV00227980
KALBASHI RESTAURANT & CAFE	PV00277602
KALBE INTERNATIONAL PTE..	FC1014
KALBE LANKA	PV00216865
KALBEY PHARMACEUTICALS	PV00286696
KALBO BAKERS	PV00203794
KALBO BAKERS AND RESTAURANT	PV00205424
KALCHAN	PV17245
KALDAY	PV7627
KALDEMULLA  HARDWARE	PV00214080
KALDINI ENVIRONMENTAL SOLUTIONS	PV92557
KALEELA UMMA FOUNDATION	GL00262699
KALEELS MARADANA NURSING HOME	PV4181
KALEELUR RAHMAN HOLDING	PV00277364
KALEIDOSCOPE PRINT AND MEDIA SOLUTIONS	PV94526
KALELI INVESTMENTS	PB822
KALEX	PV95448
KALEY NATURAL FARMS	PV122207
KALHARA CONSTRUCTIONS	PV64315
KALHARI ENTERPRISES	PV2230
KALIDA HOSPITALS	PV75898
KALIDO BEACH HOTEL & LAKE RESORT	PV80759
KALIDO BEACH RESORTS	PV72979
KALIKA LANKA	PV85648
KALIN HOLDINGS	PV17869
KALINDHU MOTORS	PV00260805
KALINDU AUTO	PV21409
KALINDU AUTO REPAIRS CENTRE	PV73885
KALINKA TRAVELS AND TOURS	PV101356
KALIS ANGELS	PV00202635
KALISHAKTI BUSINESS SOLUTIONS	PV93089
KALISO DIGITAL	PV00244078
KALIT SILEHTRAC	PV4148
KALITH TRADING	PV80794
KALIYANA CLOTHING	PV00256737
KALIYAPURA PLANTION	PV79241
KALKI BOOKS	PV00252853
KALKI CREATION	
KALKI IMAGE INTERNATIONAL	PV126874
KALKI IMPEX	PV69914
KALKIISHA	PV00288513
KALKUDAH AGRO TOURISM	PV85629
KALKUDAH VENTURES	PV122592
KALKUDDHA PROPERTY GROUP	PV00209229
KALL KWICK PRINT	PV19054
KALLA BONGO LAKE RESORT	PV5512
KALLADY BEACH RESORT	PV87960
KALLAL HOSPITALITIES	PV00250095
KALLISTOART	PV62676
KALMADU B D E	PV126021
KALMEX  ENGINEERING	PV00262355
KALMUNAI HONEST AUTO	PV00281372
KALOOGALA ESTATE	PV00212337
KALOPSIA BRIDALS INTERNATIONAL	PV00241899
KALPA ASSOCIATES	PV5610
KALPANA  MINERALS  IMPORT  AND  EXPORT	PV00214782
KALPANA ADS	PV2228
KALPANI GROUP	PV83614
KALPANTINE	PV108442
KALPENTYN SYNDICATE	PV4510
KALPITIYA ADVENTURE REORT & SPA	PV109779
KALPITIYA BAY RESORT	PV78393
KALPITIYA DISCOVERY DIVING	PV90888
KALPITIYA ESTATES	PV958
KALPITIYA INTERNATIONAL INVEST	PV87463
KALPITIYA KITE SURFING RESORT	PV83470
KALPITIYA LAGOON RESORT	PV110212
KALPITIYA OPEN SPACE	PV00237442
KALPITIYA RESORTS ASSOCIATION	GA2704
KALPITYA BEACH RESORT	PB4367
KALPRAVIV	PV98595
KALREN  INTERNATIONAL	PV63523
KALRO INTERNATIONAL	PV1565
KALRUPCO MANAGEMENT SERVICES	PV61611
KALTANS	PV00291464
KALTEK ENGINEERING	PV129419
KALU ARACHCHI CATERERS	PV00222079
KALU GANGA INTERNATIONAL	PV00221219
KALU''S HIDEWAY	PV105455
KALU'S HIDEAWAY	PV105455
KALU'Z HOLDINGS	PV00265568
KALUANDURA PLANTATIONS	PV00264169
KALUARACHCHCHI ENTERPRISES	PV17126
KALUBOWILA HARDWARE STORES	PV96428
KALUBOWILA IMPEX	PV15275
KALUBOWITIYANA TEA FACTORY	PB1020
KALUGAHAKANDURA MINI HYDRO POWER PROJECT	PV114010
KALUGALA   ECO   TOURISM	PV00225713
KALUGALA TEAS	PV00275463
KALUGAMTHOTA CREDIT	PV104972
KALUGANGA ESTATE	PV67892
KALUGANTHOTA EXPORT	PV00261979
KALUGANTHOTA PRODUCTS & TECHNOLOGY	PV00255089
KALUKELE AGRO	PV00230036
KALUM MILROY EXPORT	PV00272221
KALUNDEWA AGRI	PV81759
KALUNDEWA RETREAT	PV81737
KALUPAHANA ENTERPRISES	PV130694
KALUPAHANA POWER COMPANY	PV4813
KALUSUDDA	PV99747
KALUTARA DISTRICT CHAMBER OF COMMERCE , INDUSTRY AND AGRICULTURE	GA238
KALUTARA HOLIDAY RESORTS	PV8149
KALUTARA LUXURY HOTEL & RESORT	PV80869
KALUTARA PRINT CARE	PV123823
KALUTARA SANASA SHARE HOLDERS TRUST COMPANY	PB4936
KALUTARA YOUTH AGRICULTURAL NETWORK REVOLUTION	
KALUTHOTA TRADING	PV68026
KALUTHOTA TRADINGS LANKA	PV00211695
KALUTOTA CREDIT	PV22209
KALUTOTA FINANCIAL SERVICES	PV989
KALUTOTA FOODS	PV16770
KALUTOTA FOUNDATION	GA00266664
KALUTOTA INVESTMENTS	PV3086
KALUTOTA INVESTMENTS AND FINANCIAL SERVICES	PV81464
KALUTOTA INVESTMENTS AND LEASING	PB202
KALUTOTA LENDINGS	PV81788
KALUTOTA PROPERTIES	PV21720
KALUTOTA TIMBER	PV65044
KALUVAN KERNI RESORTS	PV86579
KALUWANCHIKUDY AGRI VILLAGE	PB00265267
KALUWILA ENTERPRISES	
KALVA ENGINEERS LANKA	PV68891
KALVI CRESCENT ACADEMY	PV114266
