name	registration_no
KAY & Y CARGO SERVICE	PV00313149
KAY AMOUR	PV00228463
KAY BEE AL HASEENA JEWELLERS	PV00294713
KAY DEANE	PV00207418
KAY DEE CONSTRUCTION	PV10242
KAY INT HOLDINGS	PV00207692
KAY KAY APPAREL	PV00255120
KAY ONE	PV00307973
KAY PHARMA	PV11918
KAY THREE INSTITUTE	PV00201607
KAY VIBES EVENT	PV00216239
KAY VISION MULTIMEDIA SOLUTIONS	PV62688
KAYA CAPITAL	PV00244952
KAYA HOLDINGS	PV130001
KAYA PROPERTIES AND INVESTMENTS	PV113984
KAYA SALON	PV00276907
KAYAK JOURNEY REKAWA	PV00298920
KAYAK SPICES	PV00305685
KAYAK SURGI PHARMA	PV1120
KAYAKER	PV00311128
KAYAL TRAVELS	PV00300451
KAYAMAI	PV00271698
KAYAN LANKA	PV00249120
KAYANAT COLOMBO	PV96699
KAYANKERNI PROPERTIES	PV80068
KAYATHI HOLDING	PV00235373
KAYCEE ENTERPRISES	PV15821
KAYDEN & CO INDUSTRIES	PV00268372
KAYE AGENCIES	NF132
KAYEAN CO	PV00262549
KAYEAN DEVELOPMENT	
KAYEL ENTERPRISES	PV00304578
KAYERNKERNI BEACH RESORT & SPA	PV84417
KAYFARM	PV88752
KAYGO S.S.T. APPAREL	PV120883
KAYGO S.T.R. INTERNATIONAL	PV120294
KAYGO SOLAR	PV125173
KAYI - CAPITAL CONSTRUCTION COMPANY	PB5387
KAYJAY LOGISTIC 	PV2161
KAYLA ZAG	PV00208878
KAYLEE MOTORS AND RENT A CAR	PV00311245
KAYLINE ENTERPRISES	PV15496
KAYLINK	PV79620
KAYMU LANKA	PV98179
KAYNOV & PRIYANTHA	PV00252744
KAYO EDUCATION SERVICES	PV111478
KAYO INTERNATIONAL	PV89224
KAYP HOLDINGS	PV00264461
KAYPEE INTERNATIONAL	PV89991
KAYPRO CRAPE RUBBER MANUFACTURERS	PV75544
KAYPRO LIVESTOCK AND AGRI FARM	PV17036
KAYVEE''S RESTARANTS	PV106655
KAYVEE'S RESTAURANTS	PV106655
