name	registration_no
KAT HOLDINGS	PV91383
KAT LANKA RUBBER	PV115549
KAT TRADING	PV00286002
KAT''S COFFEE	PV111346
KAT'S COFFEE	PV111346
KAT.G CONSTRUCTIONS	PV00267531
KATA CEYLON HOLDINGS	PV00249455
KATAHIRA & ENGINEERING INTERNATIONAL	FC1265
KATAHIRA & ENGINEERS INTERNATIONAL LANKA	PV84193
KATAK G I S	PV82530
KATALIYA INTERNATIONAL	PV108434
KATANA CAPITAL	PV00285934
KATANA DEVELOPMENTS	PV5302
KATANA EDIBLE OILS	PV61848
KATANA MILLS	PV00203483
KATE INTERNATIONAL PRESCHOOL	PV129274
KATE OCEAN	PV93397
KATEE ROTEE	
KATH BITHA	PV00243845
KATHA ELECTRONICS	PV101269
KATHERINA TRADING COMPANY	PV105069
KATHIK SECURITY AND INVSTIGATIONS	PV9913
KATHIK SECURITY AND SERVICES	PV10378
KATHIR FARMS AND ORNAMENTS	PV00207770
KATHIR MOULDINGS	PV128590
KATHIRA GREENS	PV00287268
KATHIRAVAN AGRO PRODUCTS	PB00273320
KATHIRCHOLAI	PV00254676
KATHIRGAMANATHAN HEALTHCARE	PV77784
KATHIRON ENGINEERING	PV00291436
KATHLEEN KEEGEL CHILDREN`S HOME TRUST	GA2055
KATHURAA OFFICIAL	PV00236661
KATHUWARAYA DIGITAL	PV00237378
KATHYUSHA EXCLUSIVE LINES	PV112094
KATI CORNER	
KATLAS HOLDINGS	PV00226842
KATLAS PRODUCTS	PV00276705
KATPAHATHARU	PV64941
KATSPREE HOLDINGS	PV66713
KATTADIYA LANKA	PV121669
KATTANGA TEA	PV00282061
KATTANKUDY FORUM FOR PROFESSIONALS AND CIVIL INSTITUTIONS	
KATTANKUDY KNIGHT RIDERS	PV00232364
KATTANKUDY TRADERS ASSOCIATION	GA00265946
KATTANKULAM WIND ENERGY	PV98795
KATTAR ALOYSIUS FOUNDATION	GA3019
KATTOO MITTOO ACHCHARU HUT	PV00269336
KATUBEDDA AUTOMATION & ENGINEERING SERVICES	PV00243764
KATUGASTOTA ENTERPRISES COMPANY	PV00212560
KATUGASTOTA TOKYO CENTRE	PV00261598
KATUKITHULA ESTATES & COMPANY	PV00286757
KATUNAYAKA UNITED TRANSPORT SERVICES	PV22058
KATUNERIYA BEER RETAILERS	PV100896
KATUPATHOYA HYDRO POWER	PV00213019
KATUPOTA ENTERPRISES	PV00226552
KATUPOTHA WINE STORES	PV00274686
KATUWANA ENTERPRISES	PV7061
KATVAAS	PV00238412
KATYOG	PV00241373
