name	registration_no
NAI KOCHCHI	PV00278282
NAIL ANATOMY	PV90960
NAIL BIZ	PV00234945
NAIL BOUTIQUE CEYLON	
NAIL CEYLON	PV00271203
NAIL CRAFT	PV00207052
NAIL ONE	PV00292225
NAIL REPUBLIC	PV00244226
NAIL SPA	PV61858
NAILS & SALON BY ROSE	PV00209977
NAILS LOUNGE	PV00277280
NAIM MULTI FUNCTION	PV00279786
NAINDAWA TEA FACTORY	PV00235532
NAINIHA CONSTRUCTION	
NAIRA BEAUTY	PV00280986
NAIRA INTERNATIONAL	PV00269570
NAIS SOLUTIONS	PV62017
NAITA E SOLUTIONS	PV72190
NAITA FOREIGN EMPLOYMENT	PV00254855
NAITHAN	PV103270
NAITHI	PV00232309
NAIVEHERBS	PV00230977
