name	registration_no
NALA DHANAVI	PV69350
NALAKA AUTO TRADING	PV113092
NALAKA COMPUTERISED WHEEL ALIGNMENT	PV2082
NALAKA ENGINEERING AND CONSTRUCTION	PV00202973
NALAKA ENTERPRISES	PV00211836
NALAKA EXERCISE BOOK INDUSTRIES	PV8302
NALAKA GEMS	PV00226834
NALAKA H CONSULTING	PV11186
NALAKA HOLDINGS	PV00253523
NALAKA INVESTMENTS	PV76561
NALAKA PAPER MILLS	PV70570
NALAKA SENADEERA INTERNATIONAL	PV00261338
NALAKA SOLUTIONS	PV00251673
NALAKA TISSUE PAPER MANUFACTURING	PV00274677
NALAKA TYRE AGENCIES	PV00254816
NALAN SENEVIRATHNE ASSOCIATES	PV113228
NALAN TRADING COMPANY	PV18707
NALANDA ENGINEERING SERVICES	PV102841
NALANDA PARK	PV00231573
NALANDA VENEER MILLS	PV106392
NALEEM ASSOCIATES	PV124295
NALEEM ASSOCIATES . [N(PVS) 43702]	PV12605
NALEEN ENTERPRISES	PV00279010
NALEEN EXPRESS	
NALEEN MOTORS AND OIL MART	PV00296196
NALESHA HOLDINGS	PV69702
NALIKA THE COLLECTIVE	PV00292580
NALIKERA	PV00248991
NALIN AGRO PRODUCTS	PV00268682
NALIN AUTO ENTERPRISES	PV21424
NALIN CELLULAR	PV00270763
NALIN ELECTRONIC	PV00274037
NALIN FUJI INTERNATIONAL	PV110108
NALIN HOLDING	PV95683
NALIN INFORMATION TECHNOLOGIES	PV69216
NALIN INTERNATIONAL TRADING COMPANY	PV00214804
NALIN MALALGODA OPTOMETRIST TECHNOVISION	PV9411
NALIN MOTORS	PV13610
NALIN MULTI TRADING	PV124120
NALINDA LANKA ENGINEERING	PV101889
NALINDA RANASINGHE	PV00286553
NALINDA SUPER CENTRE	PV73463
NALLAI ENTERPRISE	PV00230565
NALLAYA'S STORES	PV00289309
NALLUR  KANTHAN  FRESH FRUITS	PV00239488
NALLUR ASHOK INDUSTRIES	PV00244497
NALLUR BHAVAN	PV108539
NALLUR KANTHAN WELDING WORKS	PV00295151
NALOTA LANKA	PV21033
NALOTA MARKETING	PV5678
NALRO HOLIDAY RESORTS	PV60146
NALRO TOURS	PV14279
NALU SURF CAFE UNAWATUNA	PV00298646
NALU VILLA COLLECTION	
NALWIN	PV118729
